NUM_VEHICLES	TRUCK_COST	TRUCK_SPEED	KM_COST	X_DEPOT	Y_DEPOT	TW_E	TW_L
25	75	42	91	2.99	3.14	570	1320

LOCKER_ID	X	Y	AV_CAPAC.

SHOP_ID	X	Y	TW_E1	TW_L1	TW_E2	TW_L2	AV_CAPAC.

ORDER_ID	WEIGHT	VOLUME	PRIORITY	DP_ID	X	Y	TW_PROBABILITIES
O1	4	9	1	H1082	3.18	5.84	630,810,0.92
O1	4	9	2	H2887	4.9	4.93	660,840,0.73
O1	4	9	3	H2382	0.98	1.08	960,1140,0.75
O2	3	4	1	H2679	5.32	4.41	720,900,0.83
O2	3	4	2	H1950	2.41	2.52	840,1020,0.66
O2	3	4	3	H67	1.34	3.75	540,720,0.98
O3	4	9	1	H2057	2.55	3.78	720,900,0.47
O3	4	9	2	H145	0.38	3.01	870,1050,0.81
O3	4	9	3	H910	1.34	4.49	720,900,0.77
O4	3	7	1	H1969	2.61	5.35	540,720,0.41
O4	3	7	2	H147	3.85	0.59	720,900,0.45
O4	3	7	3	H5	4.25	0.39	840,1020,0.7
O5	10	4	1	H2737	4.63	1.6	870,1050,0.51
O5	10	4	2	H502	1.35	4.96	870,1050,0.29
O5	10	4	3	H836	4.73	4.73	630,810,0.55
O6	6	7	1	H2514	1.93	3.14	540,720,0.26
O6	6	7	2	H1142	1.59	1.68	870,1050,0.74
O6	6	7	3	H2579	2.77	4.68	720,900,0.2
O7	9	7	1	H2377	5.46	1.37	720,900,0.6
O7	9	7	2	H511	4.77	5.14	660,840,0.93
O7	9	7	3	H2718	0.43	3.14	960,1140,0.27
O8	9	3	1	H266	2.33	2.86	870,1050,0.69
O8	9	3	2	H2022	3.28	4.33	540,720,0.38
O8	9	3	3	H5	4.25	0.39	840,1020,0.7
O9	10	8	1	H2911	0.61	1.36	630,810,0.81
O9	10	8	2	H1332	4.48	2.76	1020,1200,0.6
O9	10	8	3	H2977	3.37	4.33	660,840,0.95
O10	7	4	1	H421	0.08	0.53	720,900,0.39
O10	7	4	2	H2374	3.79	3.0	570,750,0.37
O10	7	4	3	H2828	3.51	0.66	870,1050,0.31
O11	2	2	1	H314	1.71	3.8	870,1050,0.6
O11	2	2	2	H1400	2.94	0.18	1050,1230,0.81
O11	2	2	3	H586	2.59	5.85	570,750,0.21
O12	7	7	1	H740	0.01	5.57	840,1020,0.25
O12	7	7	2	H2574	0.24	2.79	1050,1230,0.33
O12	7	7	3	H569	2.97	0.36	870,1050,0.32
O13	2	6	1	H2125	2.56	5.77	900,1080,0.76
O13	2	6	2	H1599	0.32	4.91	870,1050,0.32
O13	2	6	3	H2769	2.54	2.98	960,1140,0.99
O14	9	1	1	H1038	5.08	2.12	870,1050,0.92
O14	9	1	2	H2253	5.9	5.39	600,780,0.4
O14	9	1	3	H300	0.45	1.12	690,870,0.86
O15	3	4	1	H2635	2.76	3.33	870,1050,0.36
O15	3	4	2	H1805	1.8	1.9	840,1020,0.66
O15	3	4	3	H412	5.76	4.62	570,750,0.83
O16	9	6	1	H2506	4.97	4.08	900,1080,0.79
O16	9	6	2	H2410	0.74	4.63	900,1080,0.25
O16	9	6	3	H1491	1.96	4.4	690,870,0.82
O17	3	6	1	H2837	5.54	4.79	840,1020,1.0
O17	3	6	2	H1038	5.08	2.12	870,1050,0.92
O17	3	6	3	H163	4.48	5.63	1050,1230,0.94
O18	4	4	1	H1294	4.25	4.31	600,780,0.51
O18	4	4	2	H1686	4.61	0.86	1020,1200,0.3
O18	4	4	3	H2487	1.22	0.9	570,750,0.2
O19	2	6	1	H637	3.81	4.51	660,840,0.97
O19	2	6	2	H832	3.39	5.36	960,1140,0.73
O19	2	6	3	H470	1.04	4.59	1080,1260,0.2
O20	6	1	1	H2141	5.11	0.78	660,840,0.9
O20	6	1	2	H503	5.14	3.99	720,900,0.69
O20	6	1	3	H2905	1.71	5.36	1050,1230,0.85
O21	6	2	1	H605	1.75	3.55	630,810,0.92
O21	6	2	2	H255	3.08	1.91	1020,1200,0.99
O21	6	2	3	H2610	2.39	4.1	600,780,0.9
O22	5	5	1	H1397	4.19	5.26	720,900,0.8
O22	5	5	2	H1115	5.25	2.65	570,750,0.79
O22	5	5	3	H2698	4.87	0.78	660,840,0.51
O23	6	8	1	H1823	1.01	5.71	720,900,0.41
O23	6	8	2	H1434	4.04	0.81	960,1140,0.21
O23	6	8	3	H2617	4.54	2.62	660,840,0.68
O24	3	4	1	H2599	5.01	5.06	960,1140,0.56
O24	3	4	2	H3	0.26	3.73	840,1020,0.58
O24	3	4	3	H1587	0.48	4.93	570,750,0.67
O25	4	2	1	H1676	3.72	2.52	870,1050,0.36
O25	4	2	2	H2177	4.34	1.27	900,1080,0.71
O25	4	2	3	H1135	1.92	3.21	1020,1200,0.7
O26	8	4	1	H2125	2.56	5.77	900,1080,0.76
O26	8	4	2	H2606	3.48	5.86	720,900,1.0
O26	8	4	3	H712	1.27	3.6	1020,1200,0.94
O27	8	7	1	H2108	5.47	0.87	870,1050,0.44
O27	8	7	2	H67	1.34	3.75	540,720,0.98
O27	8	7	3	H543	5.86	4.05	600,780,0.36
O28	1	3	1	H602	4.39	1.35	690,870,0.62
O28	1	3	2	H2068	2.95	3.31	960,1140,0.22
O28	1	3	3	H2878	5.57	0.69	540,720,0.93
O29	6	9	1	H2385	2.69	3.41	840,1020,0.73
O29	6	9	2	H1734	1.92	0.69	960,1140,0.72
O29	6	9	3	H2639	5.19	0.4	960,1140,0.85
O30	1	1	1	H576	0.65	5.45	870,1050,0.86
O30	1	1	2	H2091	5.79	2.86	900,1080,0.52
O30	1	1	3	H2790	3.27	1.41	900,1080,0.25
O31	9	7	1	H858	3.38	4.36	960,1140,0.55
O31	9	7	2	H1279	2.09	5.51	690,870,0.3
O31	9	7	3	H2923	1.23	5.48	900,1080,0.32
O32	3	4	1	H2893	5.03	5.19	1020,1200,0.87
O32	3	4	2	H2688	1.67	0.03	540,720,0.97
O32	3	4	3	H1646	2.53	4.18	630,810,0.85
O33	3	8	1	H2914	3.32	1.13	540,720,0.68
O33	3	8	2	H2407	1.6	1.5	630,810,0.27
O33	3	8	3	H2227	0.17	2.38	900,1080,0.4
O34	3	7	1	H1627	2.76	3.41	660,840,0.3
O34	3	7	2	H141	5.83	3.34	960,1140,0.84
O34	3	7	3	H849	1.37	1.45	1080,1260,0.85
O35	9	6	1	H2506	4.97	4.08	900,1080,0.79
O35	9	6	2	H1110	2.87	5.05	660,840,0.73
O35	9	6	3	H1241	1.64	0.26	630,810,0.44
O36	10	3	1	H2429	4.89	3.77	840,1020,0.66
O36	10	3	2	H2930	4.18	1.1	1050,1230,0.79
O36	10	3	3	H274	3.56	5.91	1080,1260,0.58
O37	3	4	1	H179	4.22	0.17	1050,1230,0.99
O37	3	4	2	H2310	3.76	0.21	690,870,0.37
O37	3	4	3	H527	0.08	1.93	660,840,0.5
O38	7	6	1	H210	2.4	0.2	960,1140,0.28
O38	7	6	2	H1941	1.6	1.18	1020,1200,0.63
O38	7	6	3	H1829	2.66	2.49	840,1020,0.67
O39	7	7	1	H1111	3.65	2.75	840,1020,0.4
O39	7	7	2	H1852	5.25	5.84	690,870,0.66
