NUM_VEHICLES	TRUCK_COST	TRUCK_SPEED	KM_COST	X_DEPOT	Y_DEPOT	TW_E	TW_L
25	73	59	74	2.99	3.11	540	1290

LOCKER_ID	X	Y	AV_CAPAC.

SHOP_ID	X	Y	TW_E1	TW_L1	TW_E2	TW_L2	AV_CAPAC.

ORDER_ID	WEIGHT	VOLUME	PRIORITY	DP_ID	X	Y	TW_PROBABILITIES
O1	2	6	1	H219	1.45	5.96	720,900,0.2
O1	2	6	2	H2265	4.69	4.75	600,780,0.38
O1	2	6	3	H2295	2.27	0.83	720,900,0.84
O2	4	2	1	H1486	4.54	2.24	720,900,0.26
O2	4	2	2	H1274	2.21	4.8	630,810,0.36
O2	4	2	3	H2478	4.83	5.59	690,870,0.49
O3	4	2	1	H619	0.09	3.17	540,720,0.44
O3	4	2	2	H905	5.73	0.27	1020,1200,0.34
O3	4	2	3	H975	0.11	1.81	960,1140,0.85
O4	2	9	1	H2300	3.02	2.69	600,780,0.58
O4	2	9	2	H1941	3.3	2.86	900,1080,0.98
O4	2	9	3	H45	1.69	2.5	870,1050,0.78
O5	8	10	1	H1791	1.78	5.37	690,870,0.86
O5	8	10	2	H2185	4.65	1.89	870,1050,0.79
O5	8	10	3	H870	4.89	4.84	630,810,0.21
O6	3	6	1	H2764	0.62	0.68	870,1050,0.29
O6	3	6	2	H777	2.31	5.87	870,1050,0.45
O6	3	6	3	H1661	2.48	3.9	690,870,0.34
O7	7	10	1	H2752	4.78	1.32	1050,1230,0.5
O7	7	10	2	H224	4.64	3.19	660,840,0.78
O7	7	10	3	H2879	5.78	1.05	660,840,0.75
O8	1	8	1	H977	2.39	0.45	1080,1260,0.91
O8	1	8	2	H2316	1.81	4.16	540,720,0.43
O8	1	8	3	H1318	2.1	5.61	630,810,0.95
O9	5	5	1	H497	0.43	1.97	870,1050,0.21
O9	5	5	2	H2628	3.71	4.14	900,1080,0.57
O9	5	5	3	H1669	2.53	4.86	540,720,0.54
O10	2	7	1	H608	0.58	2.42	660,840,0.39
O10	2	7	2	H2620	3.87	4.57	540,720,0.84
O10	2	7	3	H674	5.53	2.43	1050,1230,0.67
O11	7	5	1	H476	3.81	4.21	1080,1260,0.97
O11	7	5	2	H1879	1.38	4.15	1020,1200,0.55
O11	7	5	3	H459	0.44	1.59	840,1020,0.2
O12	10	10	1	H1890	5.42	5.86	840,1020,0.98
O12	10	10	2	H1457	4.08	3.44	600,780,0.87
O12	10	10	3	H302	5.02	4.82	1050,1230,0.85
O13	8	2	1	H2075	3.05	1.31	570,750,0.67
O13	8	2	2	H2138	4.04	3.28	1020,1200,0.37
O13	8	2	3	H1214	3.31	5.31	720,900,0.87
O14	7	5	1	H2332	1.42	1.48	870,1050,0.88
O14	7	5	2	H2218	5.07	4.3	870,1050,0.46
O14	7	5	3	H2332	1.42	1.48	870,1050,0.88
O15	2	2	1	H646	0.44	5.85	1080,1260,0.66
O15	2	2	2	H2664	1.48	5.07	1050,1230,0.27
O15	2	2	3	H2772	4.41	4.39	600,780,0.68
O16	3	7	1	H663	3.44	4.95	900,1080,0.41
O16	3	7	2	H381	3.74	2.41	870,1050,0.76
O16	3	7	3	H1089	5.49	1.69	840,1020,0.57
O17	1	9	1	H2921	5.83	2.1	570,750,0.68
O17	1	9	2	H2385	3.8	2.6	1080,1260,0.89
O17	1	9	3	H269	2.72	1.49	1050,1230,0.64
O18	4	4	1	H2477	0.41	2.01	840,1020,0.95
O18	4	4	2	H739	2.92	4.69	570,750,0.99
O18	4	4	3	H1783	2.54	4.17	840,1020,0.42
O19	2	7	1	H799	5.92	5.47	1020,1200,0.74
O19	2	7	2	H2664	1.48	5.07	1050,1230,0.27
O19	2	7	3	H1084	3.98	1.6	1080,1260,0.72
O20	1	1	1	H1262	4.47	4.9	630,810,0.43
O20	1	1	2	H2165	2.45	2.15	660,840,0.58
O20	1	1	3	H547	3.07	2.9	960,1140,0.64
O21	7	7	1	H1364	2.1	3.74	1080,1260,0.73
O21	7	7	2	H2378	3.4	1.06	690,870,0.45
O21	7	7	3	H1116	4.5	5.49	540,720,0.59
O22	4	5	1	H2672	1.5	4.46	570,750,0.21
O22	4	5	2	H612	2.45	4.87	630,810,0.85
O22	4	5	3	H1273	5.95	2.97	630,810,0.92
O23	4	8	1	H2946	4.11	1.15	870,1050,0.35
O23	4	8	2	H1480	5.07	4.71	690,870,0.99
O23	4	8	3	H2857	2.89	4.73	600,780,0.24
O24	1	2	1	H2287	2.11	2.13	630,810,0.72
O24	1	2	2	H630	5.34	1.44	840,1020,0.83
