NUM_VEHICLES	TRUCK_COST	TRUCK_SPEED	KM_COST	X_DEPOT	Y_DEPOT	TW_E	TW_L
25	90	48	76	3.05	3.03	600	1260

LOCKER_ID	X	Y	AV_CAPAC.

SHOP_ID	X	Y	TW_E1	TW_L1	TW_E2	TW_L2	AV_CAPAC.

ORDER_ID	WEIGHT	VOLUME	PRIORITY	DP_ID	X	Y	TW_PROBABILITIES
O1	9	9	1	H2741	2.46	2.19	840,1020,0.63
O1	9	9	2	H1561	1.25	3.27	570,750,0.41
O1	9	9	3	H651	1.07	4.36	630,810,0.59
O2	2	7	1	H2815	0.02	3.3	960,1140,0.59
O2	2	7	2	H2926	3.15	1.07	1050,1230,0.47
O2	2	7	3	H1946	1.37	4.35	630,810,0.77
O3	1	10	1	H1010	1.07	2.64	960,1140,0.3
O3	1	10	2	H807	4.21	2.98	1020,1200,0.74
O3	1	10	3	H1617	4.48	3.61	720,900,0.91
O4	2	8	1	H1624	3.33	0.87	1050,1230,0.49
O4	2	8	2	H2361	1.72	0.8	900,1080,0.83
O4	2	8	3	H2305	1.73	4.44	720,900,0.25
O5	6	4	1	H694	0.79	3.36	540,720,0.42
O5	6	4	2	H2443	2.7	1.51	600,780,0.52
O5	6	4	3	H532	1.36	3.02	630,810,0.7
O6	3	7	1	H639	3.68	1.78	540,720,0.64
O6	3	7	2	H2679	4.81	2.24	600,780,0.48
O6	3	7	3	H2664	1.13	2.46	960,1140,0.94
O7	7	6	1	H1742	5.51	3.38	840,1020,0.86
O7	7	6	2	H2228	1.86	3.67	1050,1230,0.63
O7	7	6	3	H2811	1.56	1.69	690,870,0.88
O8	2	2	1	H155	0.01	1.92	600,780,0.56
O8	2	2	2	H1154	1.33	5.4	540,720,0.94
O8	2	2	3	H986	3.49	1.84	720,900,0.94
O9	6	10	1	H62	1.05	2.83	540,720,0.58
O9	6	10	2	H1199	5.11	0.58	900,1080,0.81
O9	6	10	3	H631	4.93	3.03	900,1080,0.47
O10	2	9	1	H1970	0.7	5.91	1050,1230,0.66
O10	2	9	2	H1696	5.81	2.42	540,720,0.55
O10	2	9	3	H2021	3.41	0.43	540,720,0.24
O11	10	5	1	H1977	0.59	3.28	1050,1230,0.79
O11	10	5	2	H48	5.88	0.98	1020,1200,0.59
O11	10	5	3	H2025	4.58	2.37	840,1020,0.51
