NUM_VEHICLES	TRUCK_COST	TRUCK_SPEED	KM_COST	X_DEPOT	Y_DEPOT	TW_E	TW_L
25	50	40	82	2.95	2.96	570	1320

LOCKER_ID	X	Y	AV_CAPAC.

SHOP_ID	X	Y	TW_E1	TW_L1	TW_E2	TW_L2	AV_CAPAC.

ORDER_ID	WEIGHT	VOLUME	PRIORITY	DP_ID	X	Y	TW_PROBABILITIES
O1	9	4	1	H55	1.99	3.58	960,1140,0.91
O1	9	4	2	H594	3.57	1.11	630,810,0.82
O1	9	4	3	H656	0.65	5.93	660,840,0.76
O2	6	8	1	H1246	5.39	4.94	900,1080,0.51
O2	6	8	2	H1546	1.93	4.5	870,1050,0.56
O2	6	8	3	H1302	3.48	0.73	690,870,0.7
O3	9	5	1	H1555	1.27	1.8	630,810,0.66
O3	9	5	2	H1273	3.16	4.98	1080,1260,0.58
O3	9	5	3	H979	0.74	4.05	1020,1200,0.61
O4	7	2	1	H344	4.19	1.15	1080,1260,0.76
O4	7	2	2	H106	5.76	1.73	720,900,0.6
O4	7	2	3	H1944	3.46	2.02	1080,1260,0.68
O5	10	9	1	H2016	0.8	0.95	900,1080,0.63
O5	10	9	2	H612	0.3	3.3	870,1050,0.43
O5	10	9	3	H2204	2.34	5.08	630,810,0.28
O6	10	2	1	H120	0.42	4.95	600,780,0.91
O6	10	2	2	H381	5.54	5.18	660,840,0.73
O6	10	2	3	H1948	4.66	0.21	630,810,0.49
O7	9	2	1	H2882	4.09	4.65	720,900,0.35
O7	9	2	2	H2145	0.06	4.49	960,1140,0.65
O7	9	2	3	H1217	4.71	3.76	1020,1200,0.22
O8	4	7	1	H378	2.19	0.81	690,870,0.4
O8	4	7	2	H1200	3.57	2.3	900,1080,0.63
O8	4	7	3	H1347	5.27	1.06	960,1140,0.44
O9	7	10	1	H342	3.23	4.14	720,900,0.41
O9	7	10	2	H819	0.99	4.77	630,810,0.73
O9	7	10	3	H1441	2.21	3.64	900,1080,0.99
O10	9	1	1	H2294	2.04	3.24	840,1020,0.72
O10	9	1	2	H1975	0.0	2.37	900,1080,0.92
O10	9	1	3	H1922	2.41	0.79	900,1080,0.75
O11	8	7	1	H539	4.32	4.56	900,1080,0.24
O11	8	7	2	H391	1.38	5.86	720,900,0.51
O11	8	7	3	H294	1.19	4.46	1050,1230,0.29
O12	2	1	1	H494	3.88	4.64	660,840,0.69
O12	2	1	2	H2201	5.41	5.28	960,1140,0.56
O12	2	1	3	H783	4.44	1.47	840,1020,0.55
O13	8	10	1	H1400	5.82	0.06	690,870,0.49
O13	8	10	2	H2055	1.92	3.13	690,870,0.78
O13	8	10	3	H450	5.34	3.06	660,840,0.66
O14	8	2	1	H369	5.22	3.41	690,870,0.77
O14	8	2	2	H860	4.91	3.99	540,720,0.79
O14	8	2	3	H1791	5.89	2.09	720,900,0.3
O15	8	7	1	H476	4.08	1.36	960,1140,0.86
O15	8	7	2	H1636	5.19	5.77	570,750,0.94
O15	8	7	3	H354	5.1	0.79	540,720,0.38
O16	2	4	1	H2672	1.1	4.26	1050,1230,0.55
O16	2	4	2	H2071	4.27	0.27	690,870,0.61
O16	2	4	3	H69	0.56	0.35	630,810,0.34
O17	8	1	1	H2579	3.73	2.2	630,810,0.37
O17	8	1	2	H798	2.85	2.81	690,870,0.79
O17	8	1	3	H1718	3.49	2.12	660,840,0.38
O18	4	9	1	H322	1.2	2.8	1020,1200,0.56
O18	4	9	2	H2245	5.62	4.5	1080,1260,0.73
O18	4	9	3	H2853	2.99	3.43	1080,1260,0.67
O19	8	10	1	H1907	4.27	3.7	840,1020,0.95
O19	8	10	2	H924	1.08	2.0	870,1050,0.31
O19	8	10	3	H249	1.35	2.06	840,1020,0.56
O20	9	3	1	H2550	2.4	5.54	1080,1260,0.8
O20	9	3	2	H264	0.88	5.4	690,870,0.55
O20	9	3	3	H1326	3.54	0.94	1020,1200,0.49
O21	1	6	1	H2471	2.13	4.13	900,1080,0.99
O21	1	6	2	H1425	1.77	5.36	600,780,0.57
O21	1	6	3	H1279	4.46	3.02	900,1080,0.43
O22	2	1	1	H852	0.09	1.62	570,750,0.62
O22	2	1	2	H1333	3.84	2.4	960,1140,0.62
O22	2	1	3	H2458	0.03	0.14	630,810,0.57
O23	10	10	1	H2836	5.98	2.36	720,900,0.24
O23	10	10	2	H640	4.35	0.65	1080,1260,0.94
O23	10	10	3	H2721	2.08	3.18	540,720,0.68
O24	4	1	1	H911	0.24	0.18	690,870,0.27
O24	4	1	2	H2088	4.4	1.42	1080,1260,0.34
O24	4	1	3	H864	3.12	0.42	690,870,0.8
