NUM_VEHICLES	TRUCK_COST	TRUCK_SPEED	KM_COST	X_DEPOT	Y_DEPOT	TW_E	TW_L
25	75	57	70	2.88	3.03	540	1260

LOCKER_ID	X	Y	AV_CAPAC.

SHOP_ID	X	Y	TW_E1	TW_L1	TW_E2	TW_L2	AV_CAPAC.

ORDER_ID	WEIGHT	VOLUME	PRIORITY	DP_ID	X	Y	TW_PROBABILITIES
O1	8	4	1	H708	1.28	4.65	630,810,0.6
O1	8	4	2	H1042	3.02	0.48	690,870,0.41
O1	8	4	3	H1540	2.6	2.58	1050,1230,0.54
O2	5	9	1	H78	2.86	3.29	1050,1230,0.85
O2	5	9	2	H1489	5.46	3.74	690,870,0.64
O2	5	9	3	H305	2.81	1.06	570,750,0.42
O3	3	4	1	H2058	4.38	2.44	540,720,0.84
O3	3	4	2	H1215	4.01	5.41	960,1140,0.35
O3	3	4	3	H1215	4.01	5.41	960,1140,0.35
O4	3	3	1	H1038	1.6	5.69	720,900,0.68
O4	3	3	2	H2330	3.42	0.89	600,780,0.84
O4	3	3	3	H1381	2.83	1.09	720,900,0.39
O5	9	10	1	H2833	5.21	1.19	1050,1230,0.58
O5	9	10	2	H772	1.71	3.9	660,840,0.97
O5	9	10	3	H927	2.29	1.45	570,750,0.57
O6	2	5	1	H665	5.07	4.51	630,810,0.53
O6	2	5	2	H2872	0.65	2.85	540,720,0.37
O6	2	5	3	H1367	2.98	5.53	540,720,0.46
O7	5	4	1	H1298	0.07	2.91	540,720,0.9
O7	5	4	2	H2072	4.64	5.67	840,1020,0.3
O7	5	4	3	H3000	5.07	3.09	870,1050,0.97
O8	6	10	1	H800	0.87	2.56	570,750,0.57
O8	6	10	2	H2878	3.06	2.33	960,1140,0.76
O8	6	10	3	H1346	4.94	1.36	660,840,0.54
O9	1	10	1	H965	1.53	5.47	540,720,0.51
O9	1	10	2	H850	4.33	5.88	870,1050,0.45
O9	1	10	3	H2280	4.46	1.89	870,1050,0.93
O10	3	7	1	H256	1.69	5.79	870,1050,0.24
O10	3	7	2	H637	3.76	4.66	540,720,0.8
O10	3	7	3	H1318	0.34	2.6	840,1020,0.78
O11	1	9	1	H188	0.0	1.12	540,720,0.69
O11	1	9	2	H2828	5.36	1.34	600,780,0.69
O11	1	9	3	H568	0.7	1.09	690,870,0.95
O12	1	4	1	H176	1.43	3.44	1050,1230,0.98
O12	1	4	2	H215	2.41	5.08	900,1080,0.42
O12	1	4	3	H2231	3.06	3.21	540,720,0.34
O13	7	4	1	H1409	0.36	2.2	900,1080,0.41
O13	7	4	2	H249	2.91	5.49	600,780,0.52
O13	7	4	3	H226	3.41	5.97	1020,1200,0.42
O14	10	6	1	H412	1.29	5.82	660,840,0.74
O14	10	6	2	H904	4.0	5.11	840,1020,0.33
O14	10	6	3	H2047	1.59	5.97	540,720,0.75
O15	4	10	1	H1422	5.83	5.75	690,870,0.99
O15	4	10	2	H955	5.7	5.06	840,1020,0.72
O15	4	10	3	H2145	0.02	3.36	690,870,0.56
O16	8	8	1	H2335	5.17	0.26	1020,1200,0.75
O16	8	8	2	H1144	0.86	5.79	660,840,0.96
O16	8	8	3	H420	3.71	5.94	960,1140,0.7
O17	3	10	1	H2657	2.22	3.92	600,780,0.99
O17	3	10	2	H1004	3.71	5.48	840,1020,0.47
O17	3	10	3	H2105	5.63	1.25	870,1050,0.35
O18	2	8	1	H2428	3.28	2.57	570,750,0.47
O18	2	8	2	H2683	5.02	2.15	660,840,0.93
O18	2	8	3	H2002	3.43	2.68	900,1080,0.97
O19	7	1	1	H2529	0.32	0.19	540,720,0.46
O19	7	1	2	H1918	1.52	3.03	570,750,0.8
O19	7	1	3	H2549	0.77	5.23	660,840,0.77
O20	6	6	1	H944	2.13	1.23	600,780,0.98
O20	6	6	2	H666	0.83	2.73	600,780,0.49
O20	6	6	3	H1769	2.91	3.99	1050,1230,0.3
O21	3	6	1	H2686	5.72	3.37	1050,1230,0.3
O21	3	6	2	H1754	4.7	1.82	1050,1230,0.54
O21	3	6	3	H2185	0.14	4.15	570,750,0.52
O22	1	6	1	H1210	3.6	3.4	720,900,0.66
O22	1	6	2	H2977	1.39	4.26	1050,1230,0.7
O22	1	6	3	H2957	5.25	0.55	600,780,0.51
O23	6	9	1	H1596	3.61	5.16	960,1140,0.28
O23	6	9	2	H2344	0.51	2.88	630,810,0.77
O23	6	9	3	H2077	3.84	5.89	720,900,0.38
O24	7	5	1	H373	4.65	1.3	690,870,0.56
O24	7	5	2	H1002	0.94	0.3	570,750,0.43
O24	7	5	3	H1647	3.28	3.38	660,840,0.75
O25	3	3	1	H2008	4.45	5.06	900,1080,0.33
O25	3	3	2	H107	5.84	2.89	870,1050,0.35
O25	3	3	3	H531	0.92	3.24	720,900,0.64
O26	1	5	1	H475	0.67	4.39	900,1080,0.46
O26	1	5	2	H2492	4.26	5.09	690,870,0.73
O26	1	5	3	H546	3.15	0.99	600,780,0.73
O27	5	5	1	H287	3.63	2.89	720,900,0.7
O27	5	5	2	H537	3.88	4.94	540,720,0.69
O27	5	5	3	H1220	3.42	2.84	900,1080,0.45
O28	3	9	1	H2411	0.37	3.81	630,810,0.91
O28	3	9	2	H388	4.46	0.18	900,1080,0.34
O28	3	9	3	H2111	0.7	1.47	600,780,0.49
O29	8	5	1	H1791	1.08	4.44	960,1140,0.76
O29	8	5	2	H1016	1.65	4.89	840,1020,0.87
O29	8	5	3	H2604	5.41	1.83	1050,1230,0.35
O30	9	5	1	H1882	2.72	4.84	600,780,0.2
O30	9	5	2	H2106	0.55	0.68	690,870,0.25
