NUM_VEHICLES	TRUCK_COST	TRUCK_SPEED	KM_COST	X_DEPOT	Y_DEPOT	TW_E	TW_L
25	88	58	99	3.03	2.96	570	1290

LOCKER_ID	X	Y	AV_CAPAC.

SHOP_ID	X	Y	TW_E1	TW_L1	TW_E2	TW_L2	AV_CAPAC.

ORDER_ID	WEIGHT	VOLUME	PRIORITY	DP_ID	X	Y	TW_PROBABILITIES
O1	1	7	1	H1557	1.74	5.49	900,1080,0.36
O1	1	7	2	H40	2.39	4.99	630,810,0.28
O1	1	7	3	H498	3.67	1.27	630,810,0.96
O2	10	9	1	H497	3.98	2.91	600,780,0.79
O2	10	9	2	H1422	4.98	4.11	630,810,0.36
O2	10	9	3	H1213	1.38	0.24	960,1140,0.93
O3	3	1	1	H1097	5.36	3.11	570,750,0.87
O3	3	1	2	H2745	3.27	5.37	840,1020,0.33
O3	3	1	3	H1494	1.45	4.23	840,1020,0.84
O4	1	6	1	H2123	2.24	2.87	1080,1260,0.65
O4	1	6	2	H1630	2.75	3.33	1020,1200,0.79
O4	1	6	3	H2003	5.67	4.42	960,1140,0.52
O5	5	9	1	H227	3.19	4.12	720,900,0.27
O5	5	9	2	H1806	2.2	2.54	840,1020,0.76
O5	5	9	3	H2349	0.22	5.0	900,1080,0.75
O6	6	1	1	H1356	0.97	3.55	660,840,0.37
O6	6	1	2	H1267	5.66	5.33	600,780,0.48
O6	6	1	3	H1710	3.15	1.31	840,1020,0.41
O7	8	6	1	H1016	2.03	4.75	1050,1230,0.42
O7	8	6	2	H2783	1.21	0.36	630,810,0.68
O7	8	6	3	H2018	2.55	3.74	1080,1260,0.61
O8	10	6	1	H1657	1.39	1.88	630,810,0.68
O8	10	6	2	H1283	2.64	3.72	630,810,0.94
O8	10	6	3	H2053	0.69	5.97	600,780,0.95
O9	7	1	1	H1031	1.84	5.46	720,900,0.98
O9	7	1	2	H2670	5.18	4.69	600,780,0.6
O9	7	1	3	H2580	0.94	5.45	660,840,0.85
O10	2	1	1	H2590	0.52	5.27	1050,1230,0.93
O10	2	1	2	H2302	3.14	2.82	840,1020,0.47
O10	2	1	3	H784	4.92	0.88	1080,1260,0.41
O11	7	1	1	H2840	0.88	0.84	1080,1260,0.39
O11	7	1	2	H1223	5.83	2.56	690,870,0.96
O11	7	1	3	H970	3.47	4.62	720,900,0.88
O12	1	2	1	H1586	1.84	1.3	960,1140,0.84
O12	1	2	2	H2041	0.36	1.85	600,780,0.76
O12	1	2	3	H594	5.2	1.56	660,840,0.39
O13	9	2	1	H489	1.67	1.58	540,720,0.73
O13	9	2	2	H335	4.01	3.61	720,900,0.78
O13	9	2	3	H1627	0.02	4.74	1020,1200,0.51
O14	6	5	1	H915	3.88	2.38	960,1140,0.75
O14	6	5	2	H849	3.16	0.5	840,1020,0.63
O14	6	5	3	H184	5.38	5.43	570,750,0.35
O15	7	7	1	H2015	0.71	1.13	960,1140,0.32
O15	7	7	2	H2916	0.77	4.89	900,1080,0.56
O15	7	7	3	H1494	1.45	4.23	840,1020,0.84
O16	10	5	1	H734	4.99	4.12	1050,1230,0.8
O16	10	5	2	H2723	1.04	0.07	1050,1230,0.94
O16	10	5	3	H2251	3.62	2.24	1080,1260,0.23
O17	1	8	1	H2349	0.22	5.0	900,1080,0.75
O17	1	8	2	H2524	4.81	5.35	1080,1260,0.4
O17	1	8	3	H157	0.51	2.0	1080,1260,0.51
O18	6	9	1	H2922	3.77	5.97	960,1140,0.7
O18	6	9	2	H1128	5.5	3.83	840,1020,0.61
O18	6	9	3	H843	3.1	4.67	960,1140,0.76
O19	4	8	1	H1749	5.18	5.97	660,840,0.64
O19	4	8	2	H203	4.8	2.02	870,1050,0.6
O19	4	8	3	H2673	5.93	4.71	870,1050,0.55
O20	4	9	1	H1958	3.12	5.76	660,840,0.74
O20	4	9	2	H1526	0.39	2.96	570,750,0.38
O20	4	9	3	H127	3.91	0.52	960,1140,0.72
O21	10	7	1	H1541	0.84	2.91	600,780,0.7
O21	10	7	2	H599	3.99	0.98	720,900,0.67
O21	10	7	3	H199	1.81	4.63	720,900,0.99
O22	9	4	1	H2449	3.13	2.01	720,900,0.35
O22	9	4	2	H2241	4.86	1.05	870,1050,0.21
O22	9	4	3	H1336	2.46	5.28	570,750,0.59
O23	2	8	1	H2749	2.17	0.48	1050,1230,0.58
