NUM_VEHICLES	TRUCK_COST	TRUCK_SPEED	KM_COST	X_DEPOT	Y_DEPOT	TW_E	TW_L
25	56	58	88	3.01	3.08	540	1260

LOCKER_ID	X	Y	AV_CAPAC.

SHOP_ID	X	Y	TW_E1	TW_L1	TW_E2	TW_L2	AV_CAPAC.

ORDER_ID	WEIGHT	VOLUME	PRIORITY	DP_ID	X	Y	TW_PROBABILITIES
O1	10	1	1	H2083	0.07	4.37	690,870,0.95
O1	10	1	2	H2576	0.41	4.69	540,720,0.81
O1	10	1	3	H2786	5.1	4.58	1020,1200,0.38
O2	6	8	1	H2624	3.17	2.4	960,1140,0.58
O2	6	8	2	H2005	2.93	0.32	600,780,0.44
O2	6	8	3	H1622	3.82	2.19	840,1020,0.37
O3	1	10	1	H2579	0.53	4.44	630,810,0.74
O3	1	10	2	H358	5.5	1.45	1050,1230,0.45
O3	1	10	3	H605	1.39	3.94	660,840,0.81
O4	8	1	1	H1932	5.35	1.5	870,1050,0.27
O4	8	1	2	H2514	5.49	2.46	870,1050,0.86
O4	8	1	3	H1756	0.96	3.37	900,1080,0.33
O5	5	4	1	H1798	2.89	3.37	720,900,0.22
O5	5	4	2	H2275	5.63	0.06	960,1140,0.84
O5	5	4	3	H267	1.18	3.62	900,1080,0.78
O6	10	5	1	H2300	5.68	4.88	690,870,0.83
O6	10	5	2	H935	5.68	0.06	630,810,0.4
O6	10	5	3	H1148	2.42	0.09	720,900,0.62
O7	9	1	1	H851	4.0	5.95	840,1020,0.94
O7	9	1	2	H235	1.91	1.71	870,1050,0.45
O7	9	1	3	H283	0.45	5.51	540,720,0.68
O8	6	5	1	H203	0.98	1.41	570,750,0.64
O8	6	5	2	H2222	2.33	3.37	660,840,0.25
O8	6	5	3	H1674	2.2	1.56	1050,1230,0.59
O9	4	4	1	H803	4.26	1.37	720,900,0.68
O9	4	4	2	H1126	5.35	0.76	840,1020,0.2
O9	4	4	3	H1021	0.17	5.19	660,840,0.42
O10	4	10	1	H2699	4.14	3.3	1020,1200,0.74
O10	4	10	2	H1696	2.36	2.85	630,810,0.23
O10	4	10	3	H1336	3.67	2.95	840,1020,0.81
O11	8	2	1	H1297	1.33	4.92	960,1140,0.72
O11	8	2	2	H1523	1.18	3.16	600,780,0.78
O11	8	2	3	H2420	4.0	2.73	540,720,0.25
O12	2	10	1	H2013	1.48	0.5	1020,1200,0.52
O12	2	10	2	H2005	2.93	0.32	600,780,0.44
O12	2	10	3	H2453	0.66	4.07	600,780,0.79
O13	5	3	1	H2789	5.18	0.93	540,720,0.26
O13	5	3	2	H2964	1.63	0.02	540,720,0.49
O13	5	3	3	H2083	0.07	4.37	690,870,0.95
O14	10	7	1	H376	4.8	5.76	1020,1200,0.61
O14	10	7	2	H413	4.51	4.09	660,840,0.47
O14	10	7	3	H655	2.68	5.33	960,1140,0.95
O15	5	4	1	H870	5.25	4.66	660,840,0.91
O15	5	4	2	H2572	3.85	4.0	840,1020,0.99
O15	5	4	3	H1302	5.56	2.1	660,840,0.38
O16	8	10	1	H1931	0.6	4.5	1020,1200,0.92
O16	8	10	2	H1922	2.51	2.06	570,750,0.33
O16	8	10	3	H2521	1.07	0.71	870,1050,0.32
O17	10	2	1	H441	2.4	4.93	690,870,0.86
O17	10	2	2	H220	2.56	0.13	900,1080,0.87
O17	10	2	3	H2134	5.38	4.9	720,900,0.47
O18	10	6	1	H1219	2.31	1.98	660,840,0.82
O18	10	6	2	H579	4.15	3.21	690,870,1.0
O18	10	6	3	H2729	4.36	1.42	720,900,0.87
O19	9	7	1	H2167	2.79	4.59	1050,1230,0.71
O19	9	7	2	H92	2.82	4.42	960,1140,0.67
O19	9	7	3	H2693	1.73	2.07	1020,1200,0.92
O20	7	6	1	H317	3.39	0.05	960,1140,0.44
O20	7	6	2	H1813	4.36	1.15	570,750,0.51
O20	7	6	3	H2585	0.28	0.49	630,810,0.4
O21	10	6	1	H416	4.44	5.46	570,750,0.91
O21	10	6	2	H240	4.27	4.36	870,1050,0.89
O21	10	6	3	H2775	1.89	2.64	900,1080,0.42
O22	5	9	1	H2415	5.04	2.59	870,1050,0.26
O22	5	9	2	H1496	1.02	2.25	1020,1200,0.94
O22	5	9	3	H1200	3.79	1.64	540,720,0.35
O23	9	1	1	H73	5.9	0.64	1050,1230,0.62
O23	9	1	2	H1154	2.12	1.96	1050,1230,0.41
O23	9	1	3	H1206	5.7	2.25	690,870,0.65
O24	10	7	1	H1910	2.28	5.22	1020,1200,0.7
O24	10	7	2	H503	4.54	1.07	1020,1200,0.8
O24	10	7	3	H2367	4.05	3.39	570,750,0.48
O25	9	1	1	H2453	0.66	4.07	600,780,0.79
O25	9	1	2	H1533	1.91	1.81	720,900,0.62
O25	9	1	3	H902	3.17	5.91	660,840,0.23
O26	9	2	1	H2081	4.89	4.2	1020,1200,0.26
O26	9	2	2	H464	1.03	1.5	1050,1230,0.75
O26	9	2	3	H1360	5.34	5.29	540,720,0.44
O27	7	10	1	H1298	4.44	3.38	960,1140,0.5
O27	7	10	2	H1037	3.15	3.71	630,810,0.36
O27	7	10	3	H1603	3.98	4.79	900,1080,0.67
O28	7	7	1	H137	0.46	3.57	900,1080,0.57
O28	7	7	2	H79	1.16	1.1	540,720,0.95
O28	7	7	3	H2410	0.18	1.11	600,780,0.85
O29	7	5	1	H2262	3.61	2.35	870,1050,0.88
O29	7	5	2	H2358	1.94	2.88	600,780,0.62
O29	7	5	3	H1173	5.21	2.85	840,1020,0.21
O30	8	10	1	H913	2.09	5.75	840,1020,0.4
O30	8	10	2	H2452	1.65	3.77	870,1050,0.38
O30	8	10	3	H2540	5.82	2.61	1020,1200,0.56
O31	2	7	1	H1897	1.02	0.74	660,840,0.49
O31	2	7	2	H2444	4.9	3.48	900,1080,0.56
O31	2	7	3	H1038	4.0	0.1	540,720,0.94
O32	5	1	1	H1964	3.44	1.96	1020,1200,0.57
O32	5	1	2	H1859	1.22	3.04	1050,1230,0.79
O32	5	1	3	H2873	2.82	3.89	900,1080,0.69
O33	2	1	1	H1734	3.33	1.94	1050,1230,0.77
O33	2	1	2	H782	0.13	1.68	600,780,0.35
O33	2	1	3	H1021	0.17	5.19	660,840,0.42
O34	6	9	1	H928	0.1	2.7	840,1020,0.36
O34	6	9	2	H74	5.67	1.4	960,1140,0.41
O34	6	9	3	H879	3.11	5.68	690,870,0.39
O35	9	2	1	H1853	5.98	1.35	690,870,0.35
O35	9	2	2	H1967	3.64	1.43	570,750,0.99
O35	9	2	3	H600	1.83	2.67	900,1080,0.68
O36	1	2	1	H1108	0.2	3.16	600,780,0.5
O36	1	2	2	H2256	3.8	5.74	600,780,0.27
O36	1	2	3	H1613	1.02	4.81	840,1020,0.49
O37	4	8	1	H1190	3.75	0.03	1050,1230,0.46
O37	4	8	2	H1948	2.13	5.58	570,750,0.33
O37	4	8	3	H853	3.12	1.03	630,810,0.92
O38	10	10	1	H1404	2.62	1.62	840,1020,0.72
O38	10	10	2	H592	1.84	0.25	600,780,0.43
O38	10	10	3	H599	3.67	1.46	840,1020,0.92
O39	7	7	1	H1437	5.39	1.53	900,1080,0.82
O39	7	7	2	H1797	2.83	2.24	840,1020,0.25
O39	7	7	3	H337	4.76	3.47	900,1080,0.75
O40	1	7	1	H2068	4.12	2.81	630,810,0.63
O40	1	7	2	H1665	3.23	2.68	960,1140,0.32
O40	1	7	3	H1841	4.24	5.3	720,900,0.91
O41	9	7	1	H1032	3.2	1.9	600,780,0.23
O41	9	7	2	H2778	3.63	2.72	690,870,0.55
O41	9	7	3	H1346	2.06	5.63	900,1080,0.88
O42	2	9	1	H2679	5.49	1.49	600,780,0.63
O42	2	9	2	H2292	2.48	0.33	900,1080,0.4
O42	2	9	3	H951	4.75	1.34	690,870,0.77
O43	4	8	1	H2382	3.9	4.79	570,750,0.43
O43	4	8	2	H2651	0.3	3.3	1020,1200,0.97
O43	4	8	3	H1273	2.61	2.95	840,1020,0.76
O44	3	5	1	H2168	1.67	1.15	900,1080,0.22
O44	3	5	2	H2669	0.51	1.86	660,840,0.37
O44	3	5	3	H725	2.0	3.3	660,840,0.51
O45	8	9	1	H2505	1.0	2.19	960,1140,0.26
O45	8	9	2	H2473	3.66	3.86	960,1140,0.28
O45	8	9	3	H2971	1.42	0.44	900,1080,0.69
O46	3	8	1	H4	3.12	1.87	630,810,0.23
O46	3	8	2	H2573	0.54	0.76	660,840,0.33
O46	3	8	3	H1566	3.95	2.99	660,840,0.88
O47	3	1	1	H285	2.88	1.19	630,810,0.52
O47	3	1	2	H222	3.41	3.53	840,1020,0.73
O47	3	1	3	H1295	0.16	4.21	720,900,0.41
O48	1	8	1	H691	0.17	0.49	660,840,0.88
O48	1	8	2	H2615	1.06	2.48	1020,1200,0.9
O48	1	8	3	H1962	1.92	4.46	600,780,0.58
O49	4	2	1	H92	2.82	4.42	960,1140,0.67
O49	4	2	2	H1726	5.89	3.67	690,870,0.63
O49	4	2	3	H69	2.72	4.28	960,1140,0.49
O50	10	4	1	H2140	2.21	3.79	840,1020,0.79
O50	10	4	2	H1462	5.13	4.22	690,870,0.6
O50	10	4	3	H1447	0.33	3.39	1020,1200,0.57
O51	1	3	1	H2091	4.5	2.58	720,900,0.64
O51	1	3	2	H766	0.21	1.34	690,870,0.51
O51	1	3	3	H2144	2.52	1.04	690,870,0.49
O52	8	9	1	H2466	0.92	5.75	600,780,0.73
O52	8	9	2	H356	2.01	4.05	600,780,0.76
O52	8	9	3	H1478	2.85	1.46	1050,1230,0.36
O53	6	7	1	H891	1.99	1.8	1050,1230,0.72
O53	6	7	2	H813	0.0	5.9	630,810,0.69
O53	6	7	3	H2740	0.68	0.63	690,870,0.25
O54	6	4	1	H2280	2.33	3.58	690,870,0.48
O54	6	4	2	H31	3.78	2.52	870,1050,0.78
O54	6	4	3	H1803	4.46	5.76	540,720,0.64
O55	8	4	1	H2646	3.54	1.93	900,1080,0.96
O55	8	4	2	H4	3.12	1.87	630,810,0.23
O55	8	4	3	H2770	2.37	3.48	690,870,0.32
O56	8	6	1	H1034	0.13	1.77	690,870,0.73
O56	8	6	2	H2123	1.81	4.56	660,840,0.83
O56	8	6	3	H2401	0.72	4.3	900,1080,0.46
O57	4	8	1	H357	5.06	3.72	630,810,0.92
O57	4	8	2	H627	1.4	2.2	720,900,0.2
O57	4	8	3	H1205	0.61	4.32	570,750,0.66
O58	7	8	1	H1376	3.5	0.34	840,1020,0.83
O58	7	8	2	H820	2.38	1.71	1020,1200,0.68
O58	7	8	3	H569	2.05	0.5	840,1020,0.26
O59	4	9	1	H1331	0.66	5.5	900,1080,0.69
O59	4	9	2	H716	3.96	5.99	600,780,0.67
O59	4	9	3	H796	2.37	1.2	870,1050,0.98
O60	6	10	1	H124	4.99	5.86	570,750,0.52
O60	6	10	2	H2056	3.92	5.53	870,1050,0.81
O60	6	10	3	H1439	5.99	4.18	870,1050,0.52
O61	6	6	1	H1839	2.7	1.49	720,900,0.85
O61	6	6	2	H1099	2.49	5.39	870,1050,0.82
O61	6	6	3	H1005	2.8	2.03	960,1140,0.56
O62	4	6	1	H2321	0.03	4.58	840,1020,0.28
O62	4	6	2	H2395	1.51	4.55	840,1020,0.49
O62	4	6	3	H296	0.87	4.18	960,1140,0.34
O63	7	4	1	H509	0.73	1.11	840,1020,0.97
O63	7	4	2	H1395	2.21	4.42	960,1140,0.25
O63	7	4	3	H1051	4.58	2.1	660,840,0.22
O64	7	8	1	H792	5.34	4.45	660,840,0.79
O64	7	8	2	H1594	3.02	2.9	720,900,0.96
O64	7	8	3	H1061	0.4	1.1	540,720,0.5
O65	4	7	1	H2161	5.32	0.83	690,870,0.61
O65	4	7	2	H2284	2.43	3.53	870,1050,0.99
O65	4	7	3	H579	4.15	3.21	690,870,1.0
O66	7	7	1	H2862	3.08	0.64	600,780,0.92
O66	7	7	2	H1521	2.82	2.96	600,780,0.47
O66	7	7	3	H1829	2.93	0.29	1050,1230,0.63
O67	5	6	1	H280	0.49	2.38	600,780,0.49
O67	5	6	2	H1111	1.54	3.69	660,840,0.77
O67	5	6	3	H529	3.74	5.01	660,840,0.55
O68	8	10	1	H2126	0.15	0.99	960,1140,0.54
O68	8	10	2	H1087	1.06	4.49	1020,1200,0.3
O68	8	10	3	H2638	2.14	1.84	660,840,0.63
O69	9	6	1	H425	3.24	5.69	660,840,0.28
O69	9	6	2	H2061	4.71	4.78	660,840,0.34
O69	9	6	3	H394	5.93	0.51	960,1140,0.35
O70	2	5	1	H287	3.14	5.16	660,840,0.96
O70	2	5	2	H762	1.3	3.74	540,720,0.62
O70	2	5	3	H226	1.04	0.41	1050,1230,0.34
O71	1	2	1	H2270	0.52	5.58	1020,1200,0.35
O71	1	2	2	H776	5.16	5.95	870,1050,0.76
O71	1	2	3	H296	0.87	4.18	960,1140,0.34
O72	7	7	1	H992	0.87	0.44	1020,1200,0.85
O72	7	7	2	H2377	3.74	1.57	720,900,0.74
O72	7	7	3	H478	5.43	2.05	1020,1200,0.2
O73	5	2	1	H2467	5.52	4.96	1050,1230,0.73
O73	5	2	2	H2993	1.74	2.7	630,810,0.86
O73	5	2	3	H2475	3.64	1.6	720,900,0.54
O74	5	5	1	H64	5.47	1.88	870,1050,0.97
O74	5	5	2	H1607	0.94	3.11	600,780,0.5
O74	5	5	3	H2178	4.68	1.11	660,840,0.82
O75	1	2	1	H68	5.82	3.28	660,840,0.75
O75	1	2	2	H1658	4.1	2.02	630,810,0.59
O75	1	2	3	H320	5.07	2.17	900,1080,0.72
O76	2	5	1	H1775	2.51	2.78	630,810,0.72
O76	2	5	2	H182	2.73	5.78	690,870,0.7
O76	2	5	3	H902	3.17	5.91	660,840,0.23
O77	4	3	1	H780	3.91	2.53	600,780,0.59
O77	4	3	2	H231	5.78	2.77	690,870,0.91
O77	4	3	3	H2236	3.27	2.68	570,750,0.51
O78	3	9	1	H216	4.86	3.94	870,1050,0.8
O78	3	9	2	H2896	1.36	5.77	630,810,0.78
O78	3	9	3	H1796	3.58	0.0	1020,1200,0.27
O79	1	10	1	H1980	2.25	4.77	660,840,0.83
O79	1	10	2	H9	2.11	4.48	1020,1200,0.64
O79	1	10	3	H2167	2.79	4.59	1050,1230,0.71
O80	6	9	1	H840	1.68	4.6	960,1140,0.25
O80	6	9	2	H2028	2.78	5.8	600,780,0.45
O80	6	9	3	H1702	0.01	1.58	630,810,0.64
O81	7	2	1	H834	2.58	4.23	1050,1230,0.87
O81	7	2	2	H643	0.55	1.68	960,1140,0.87
