NUM_VEHICLES	TRUCK_COST	TRUCK_SPEED	KM_COST	X_DEPOT	Y_DEPOT	TW_E	TW_L
25	91	59	82	2.97	3.02	570	1290

LOCKER_ID	X	Y	AV_CAPAC.

SHOP_ID	X	Y	TW_E1	TW_L1	TW_E2	TW_L2	AV_CAPAC.

ORDER_ID	WEIGHT	VOLUME	PRIORITY	DP_ID	X	Y	TW_PROBABILITIES
O1	3	6	1	H1963	0.85	0.28	1050,1230,0.4
O1	3	6	2	H1571	2.94	2.36	660,840,0.41
O1	3	6	3	H642	4.65	3.68	690,870,0.8
O2	10	2	1	H1642	5.84	3.5	900,1080,0.29
O2	10	2	2	H891	0.1	5.64	600,780,0.59
O2	10	2	3	H441	4.79	3.99	900,1080,0.3
O3	1	4	1	H743	0.36	1.03	690,870,0.21
O3	1	4	2	H1930	0.86	1.7	630,810,0.38
O3	1	4	3	H179	0.48	2.56	600,780,0.94
O4	5	9	1	H1460	5.48	0.95	600,780,0.41
O4	5	9	2	H1212	4.43	0.16	870,1050,0.23
O4	5	9	3	H1590	2.3	1.13	870,1050,0.99
O5	6	4	1	H1428	0.47	0.7	1020,1200,0.25
O5	6	4	2	H399	2.71	5.97	1020,1200,0.72
O5	6	4	3	H1812	0.93	0.09	870,1050,0.67
O6	3	7	1	H1207	0.25	5.15	660,840,0.82
O6	3	7	2	H1652	5.44	4.89	660,840,0.31
O6	3	7	3	H2126	2.06	5.76	840,1020,0.7
O7	8	6	1	H2991	3.45	0.44	1050,1230,0.5
O7	8	6	2	H2211	3.09	4.75	690,870,0.73
O7	8	6	3	H2768	3.39	3.47	540,720,0.79
O8	7	10	1	H1852	2.03	5.61	630,810,0.92
O8	7	10	2	H1008	0.95	4.35	660,840,0.57
O8	7	10	3	H281	1.37	0.18	660,840,0.47
O9	8	9	1	H2097	5.3	1.53	960,1140,0.34
O9	8	9	2	H176	4.36	5.95	720,900,0.64
O9	8	9	3	H2541	2.11	3.44	1050,1230,0.41
O10	9	2	1	H545	5.47	4.12	1020,1200,0.65
O10	9	2	2	H1469	3.36	0.58	540,720,0.49
O10	9	2	3	H2788	5.04	4.67	870,1050,0.7
O11	6	1	1	H2549	1.81	5.04	1080,1260,0.69
O11	6	1	2	H2944	1.26	3.54	570,750,0.41
O11	6	1	3	H266	1.53	1.8	1020,1200,0.73
O12	8	4	1	H49	4.88	3.19	900,1080,0.87
O12	8	4	2	H1157	0.22	0.86	900,1080,0.67
O12	8	4	3	H83	5.74	4.78	960,1140,0.87
O13	5	2	1	H1381	2.8	0.45	570,750,0.37
O13	5	2	2	H1809	2.53	3.57	690,870,0.43
O13	5	2	3	H1370	3.21	3.28	690,870,0.29
O14	4	3	1	H372	1.83	0.41	900,1080,0.66
O14	4	3	2	H1876	1.64	3.47	540,720,0.56
O14	4	3	3	H304	5.11	5.35	1050,1230,0.81
O15	8	10	1	H1690	2.12	1.72	660,840,0.8
O15	8	10	2	H2314	0.63	4.01	540,720,0.29
O15	8	10	3	H2309	4.7	4.12	600,780,0.72
O16	3	5	1	H1372	4.68	2.82	1050,1230,0.44
O16	3	5	2	H1789	5.51	5.85	600,780,0.55
O16	3	5	3	H860	0.95	2.97	1080,1260,0.48
O17	4	5	1	H1082	3.35	1.44	600,780,0.57
O17	4	5	2	H432	5.88	6.0	690,870,0.99
O17	4	5	3	H1484	1.65	0.22	900,1080,0.52
O18	5	8	1	H1237	4.76	5.28	720,900,0.78
O18	5	8	2	H1093	3.23	1.31	720,900,0.79
O18	5	8	3	H1973	4.61	3.77	870,1050,0.8
O19	6	8	1	H1777	0.56	4.21	720,900,0.92
O19	6	8	2	H1585	2.24	0.84	690,870,0.27
O19	6	8	3	H613	4.35	5.52	540,720,0.69
O20	1	8	1	H2408	3.84	2.99	1020,1200,0.21
O20	1	8	2	H2222	0.43	4.23	570,750,0.52
O20	1	8	3	H2183	0.83	2.39	840,1020,0.69
O21	5	9	1	H2687	0.17	1.61	1050,1230,0.94
O21	5	9	2	H372	1.83	0.41	900,1080,0.66
O21	5	9	3	H677	1.31	0.38	630,810,0.85
O22	8	8	1	H2973	5.58	4.35	570,750,0.53
O22	8	8	2	H2183	0.83	2.39	840,1020,0.69
O22	8	8	3	H1774	1.24	5.93	960,1140,0.93
O23	1	7	1	H1570	3.74	2.68	840,1020,0.26
O23	1	7	2	H1286	3.96	4.91	720,900,0.76
O23	1	7	3	H2566	1.23	4.01	660,840,0.92
O24	5	5	1	H9	5.16	0.29	660,840,0.82
O24	5	5	2	H568	3.96	3.07	1020,1200,0.63
O24	5	5	3	H1388	4.25	5.18	1080,1260,0.48
O25	6	7	1	H2325	2.14	1.13	870,1050,0.59
O25	6	7	2	H429	1.44	0.17	540,720,0.62
O25	6	7	3	H1244	3.41	3.14	1080,1260,0.84
O26	3	1	1	H86	2.79	1.05	570,750,0.93
O26	3	1	2	H1710	5.12	2.75	1080,1260,0.79
O26	3	1	3	H2751	2.63	4.36	1050,1230,0.82
O27	6	9	1	H1171	0.99	5.94	1050,1230,0.81
O27	6	9	2	H2419	0.82	4.17	840,1020,0.34
O27	6	9	3	H952	1.87	0.15	1020,1200,0.49
O28	4	1	1	H469	1.76	2.89	570,750,0.36
O28	4	1	2	H2866	0.67	5.16	570,750,0.89
O28	4	1	3	H2006	4.92	1.05	1080,1260,0.48
O29	9	2	1	H977	4.2	1.13	1020,1200,0.51
O29	9	2	2	H415	0.45	1.62	1050,1230,0.52
O29	9	2	3	H2589	3.8	3.92	540,720,0.55
O30	7	7	1	H1322	5.34	0.83	960,1140,0.31
O30	7	7	2	H2856	0.66	4.9	1080,1260,0.58
O30	7	7	3	H1042	0.12	1.33	690,870,0.22
O31	7	6	1	H407	0.15	5.44	570,750,0.48
O31	7	6	2	H2617	1.21	4.52	720,900,0.36
O31	7	6	3	H1604	1.33	1.52	660,840,0.44
O32	4	3	1	H496	5.31	5.7	570,750,0.71
O32	4	3	2	H510	3.98	2.15	870,1050,0.91
O32	4	3	3	H808	3.48	1.48	1050,1230,0.41
O33	10	4	1	H1053	3.24	5.78	840,1020,0.39
O33	10	4	2	H2509	1.44	2.77	720,900,0.58
O33	10	4	3	H2879	0.63	2.67	960,1140,0.72
O34	1	1	1	H1727	4.49	3.43	630,810,0.58
O34	1	1	2	H2731	2.82	5.28	600,780,0.64
O34	1	1	3	H826	1.76	1.98	720,900,0.81
O35	8	7	1	H885	4.84	2.95	1020,1200,0.71
O35	8	7	2	H1649	2.96	1.65	540,720,0.91
O35	8	7	3	H2281	5.09	3.05	600,780,0.34
O36	6	1	1	H1153	3.3	4.79	600,780,0.82
O36	6	1	2	H394	1.9	2.16	870,1050,0.58
O36	6	1	3	H2749	4.31	5.74	690,870,0.26
O37	8	10	1	H589	5.07	3.65	660,840,0.71
O37	8	10	2	H2106	3.34	2.68	600,780,0.73
O37	8	10	3	H606	4.29	5.76	540,720,0.84
O38	5	4	1	H2722	2.75	2.18	960,1140,0.37
O38	5	4	2	H1817	5.79	5.26	870,1050,0.31
O38	5	4	3	H1189	3.0	2.93	870,1050,0.58
O39	10	1	1	H887	5.32	0.18	540,720,0.72
O39	10	1	2	H2198	2.27	4.76	540,720,0.97
O39	10	1	3	H1928	0.94	1.07	960,1140,0.95
O40	3	3	1	H2058	2.29	5.27	540,720,0.23
O40	3	3	2	H1464	1.66	1.57	690,870,0.28
O40	3	3	3	H150	4.46	1.09	900,1080,0.43
O41	7	9	1	H1948	0.98	4.42	1020,1200,0.77
O41	7	9	2	H137	4.5	0.01	1020,1200,0.73
O41	7	9	3	H372	1.83	0.41	900,1080,0.66
O42	10	4	1	H1531	3.55	1.77	840,1020,0.88
O42	10	4	2	H1020	2.51	3.07	1080,1260,0.83
O42	10	4	3	H535	4.14	4.32	900,1080,0.96
O43	6	8	1	H2519	5.99	4.65	540,720,0.26
O43	6	8	2	H2507	5.72	2.88	630,810,0.3
O43	6	8	3	H2194	5.91	2.91	1050,1230,0.65
O44	3	4	1	H2927	1.21	3.09	870,1050,0.68
O44	3	4	2	H2327	4.92	2.52	570,750,0.49
O44	3	4	3	H813	3.84	1.76	1050,1230,0.44
O45	2	2	1	H2015	1.21	2.46	900,1080,0.35
O45	2	2	2	H1036	0.4	1.0	660,840,0.26
O45	2	2	3	H1500	5.09	2.69	630,810,0.55
O46	7	2	1	H2960	1.87	0.57	720,900,0.53
O46	7	2	2	H2774	3.55	5.7	690,870,0.24
O46	7	2	3	H4	4.21	0.57	540,720,0.9
O47	10	8	1	H157	4.88	3.65	1050,1230,0.61
O47	10	8	2	H2535	3.81	2.06	960,1140,0.68
O47	10	8	3	H2238	1.43	2.33	1080,1260,0.63
O48	1	7	1	H154	2.5	5.91	540,720,0.29
O48	1	7	2	H372	1.83	0.41	900,1080,0.66
O48	1	7	3	H1899	1.57	3.37	690,870,0.45
O49	7	7	1	H1755	2.91	2.16	600,780,0.79
O49	7	7	2	H2762	3.41	2.06	840,1020,0.47
O49	7	7	3	H1946	0.48	3.01	660,840,0.56
O50	7	10	1	H1168	4.5	1.94	570,750,0.55
O50	7	10	2	H1063	0.77	4.71	720,900,1.0
O50	7	10	3	H1778	4.93	5.4	720,900,0.79
O51	6	5	1	H2705	2.86	2.09	720,900,0.41
O51	6	5	2	H1311	5.71	0.32	870,1050,0.55
O51	6	5	3	H2458	5.95	0.99	660,840,0.63
O52	1	10	1	H566	0.13	4.25	660,840,0.36
O52	1	10	2	H246	1.45	2.9	840,1020,0.3
O52	1	10	3	H1049	3.22	0.46	630,810,0.27
O53	3	5	1	H977	4.2	1.13	1020,1200,0.51
O53	3	5	2	H2293	2.02	5.19	1080,1260,0.78
O53	3	5	3	H999	2.31	5.34	540,720,0.92
O54	7	2	1	H768	0.57	5.96	540,720,0.37
O54	7	2	2	H2580	5.42	1.59	540,720,0.88
O54	7	2	3	H834	4.57	5.69	630,810,0.31
O55	8	4	1	H1409	2.68	5.78	720,900,0.65
O55	8	4	2	H1390	2.54	0.66	1080,1260,0.56
O55	8	4	3	H733	2.79	3.06	1050,1230,0.45
O56	8	6	1	H94	3.86	4.87	960,1140,0.37
O56	8	6	2	H132	1.04	0.27	1080,1260,0.96
O56	8	6	3	H2910	2.93	5.6	540,720,0.5
O57	10	10	1	H528	1.48	1.53	690,870,0.99
O57	10	10	2	H1981	0.3	1.56	1080,1260,0.47
O57	10	10	3	H2093	2.57	2.44	960,1140,0.55
O58	3	3	1	H2271	0.53	3.72	600,780,0.71
O58	3	3	2	H1646	1.93	3.8	900,1080,0.21
O58	3	3	3	H2933	5.8	2.87	570,750,0.2
O59	4	7	1	H2	1.9	1.44	660,840,0.5
O59	4	7	2	H110	1.15	1.28	720,900,0.93
O59	4	7	3	H2865	1.95	3.13	720,900,0.37
O60	2	7	1	H1824	1.61	1.43	960,1140,0.72
O60	2	7	2	H2062	5.34	5.14	1080,1260,0.63
O60	2	7	3	H773	4.33	5.79	690,870,0.89
O61	10	6	1	H1494	1.18	4.42	840,1020,0.83
O61	10	6	2	H1646	1.93	3.8	900,1080,0.21
O61	10	6	3	H2854	4.99	2.6	660,840,0.96
O62	1	3	1	H686	3.49	1.69	900,1080,0.72
O62	1	3	2	H527	5.05	4.77	1080,1260,0.4
O62	1	3	3	H2734	5.19	1.62	690,870,0.32
O63	10	3	1	H492	3.65	2.18	690,870,0.76
O63	10	3	2	H2787	1.55	4.22	840,1020,0.33
O63	10	3	3	H1033	0.81	1.94	870,1050,0.8
O64	3	8	1	H99	3.98	4.89	600,780,0.74
O64	3	8	2	H569	5.59	0.41	960,1140,0.8
O64	3	8	3	H675	1.66	5.72	900,1080,0.44
O65	10	10	1	H2166	0.74	1.05	630,810,0.6
O65	10	10	2	H2049	1.74	0.11	690,870,0.61
O65	10	10	3	H2295	5.73	1.51	960,1140,0.37
O66	2	6	1	H2515	5.2	2.36	1020,1200,0.26
O66	2	6	2	H960	4.69	5.58	1080,1260,0.26
O66	2	6	3	H510	3.98	2.15	870,1050,0.91
O67	7	1	1	H1882	0.99	3.38	960,1140,0.78
O67	7	1	2	H1483	5.59	0.97	840,1020,0.96
O67	7	1	3	H549	2.81	2.01	1080,1260,0.34
O68	6	7	1	H1951	3.4	4.27	630,810,0.52
O68	6	7	2	H304	5.11	5.35	1050,1230,0.81
O68	6	7	3	H2057	2.09	3.58	1080,1260,0.23
O69	5	1	1	H549	2.81	2.01	1080,1260,0.34
O69	5	1	2	H2110	4.06	5.09	630,810,0.64
O69	5	1	3	H1067	0.88	3.35	660,840,0.27
O70	3	6	1	H305	3.79	2.15	630,810,0.48
O70	3	6	2	H317	5.81	4.33	1020,1200,0.76
O70	3	6	3	H2121	0.25	5.11	600,780,0.92
O71	7	10	1	H1638	0.5	5.25	630,810,0.33
O71	7	10	2	H2414	4.49	2.55	1050,1230,0.87
O71	7	10	3	H2528	0.67	5.6	1080,1260,0.71
O72	5	2	1	H2320	2.53	3.7	570,750,0.61
O72	5	2	2	H1511	0.39	5.45	630,810,0.89
O72	5	2	3	H77	5.18	4.27	840,1020,0.79
O73	5	4	1	H2713	1.49	3.89	660,840,0.74
O73	5	4	2	H2778	1.44	0.13	1080,1260,0.68
O73	5	4	3	H932	1.84	4.85	840,1020,0.59
O74	5	6	1	H2471	0.31	0.27	900,1080,0.8
O74	5	6	2	H2533	5.39	3.74	570,750,0.99
O74	5	6	3	H2362	0.82	5.07	630,810,0.84
O75	10	6	1	H2347	5.25	1.57	660,840,0.7
O75	10	6	2	H2870	5.94	3.55	660,840,0.61
O75	10	6	3	H2938	2.04	2.21	600,780,0.29
O76	8	3	1	H586	5.33	3.6	570,750,0.85
O76	8	3	2	H2049	1.74	0.11	690,870,0.61
O76	8	3	3	H783	3.26	2.02	600,780,0.32
O77	10	1	1	H278	4.85	4.6	630,810,0.63
O77	10	1	2	H1833	3.54	6.0	690,870,0.68
O77	10	1	3	H811	3.67	4.41	690,870,0.5
O78	2	1	1	H1208	3.56	3.9	690,870,0.52
O78	2	1	2	H296	0.62	1.2	900,1080,0.89
O78	2	1	3	H508	4.97	1.38	690,870,0.24
O79	6	5	1	H1899	1.57	3.37	690,870,0.45
O79	6	5	2	H997	3.51	1.19	1080,1260,0.98
O79	6	5	3	H2970	1.43	1.94	690,870,0.99
O80	5	1	1	H1027	1.58	3.49	1050,1230,0.74
O80	5	1	2	H820	3.0	4.33	630,810,0.54
O80	5	1	3	H2532	3.8	2.42	960,1140,0.53
O81	3	6	1	H1461	5.09	4.22	630,810,0.89
O81	3	6	2	H306	5.09	2.48	1080,1260,0.37
O81	3	6	3	H1515	2.88	4.03	960,1140,0.73
O82	5	8	1	H1455	4.29	5.65	630,810,0.69
O82	5	8	2	H1444	0.54	4.94	720,900,0.31
O82	5	8	3	H324	3.06	0.75	600,780,0.29
O83	10	8	1	H2551	5.08	3.67	630,810,0.51
O83	10	8	2	H1935	1.24	0.74	540,720,0.87
O83	10	8	3	H1778	4.93	5.4	720,900,0.79
O84	5	5	1	H1530	2.3	4.32	870,1050,0.64
O84	5	5	2	H755	1.26	1.17	1050,1230,0.75
O84	5	5	3	H2241	4.83	0.91	720,900,0.5
O85	8	2	1	H314	4.06	0.24	960,1140,0.69
O85	8	2	2	H1901	0.67	3.25	720,900,0.62
O85	8	2	3	H2676	1.85	2.56	570,750,0.2
O86	10	6	1	H794	5.27	4.11	870,1050,0.24
O86	10	6	2	H1021	0.25	2.93	900,1080,0.67
O86	10	6	3	H371	3.96	3.04	570,750,0.99
O87	9	4	1	H1394	5.22	1.1	870,1050,0.27
O87	9	4	2	H379	2.69	1.84	630,810,0.47
O87	9	4	3	H1167	0.85	2.87	660,840,0.89
O88	6	7	1	H1054	4.72	4.09	600,780,0.44
O88	6	7	2	H165	3.48	5.67	1050,1230,0.76
O88	6	7	3	H2349	1.28	3.78	540,720,0.78
O89	6	10	1	H1974	5.15	0.04	720,900,0.99
O89	6	10	2	H252	0.53	3.11	870,1050,0.21
O89	6	10	3	H2174	1.69	5.93	600,780,0.86
O90	4	5	1	H1448	4.4	5.65	660,840,0.33
O90	4	5	2	H2026	4.16	5.59	840,1020,0.82
O90	4	5	3	H975	3.65	5.49	600,780,0.36
O91	4	6	1	H1878	4.49	4.77	1020,1200,0.35
O91	4	6	2	H2511	3.2	5.94	630,810,0.46
O91	4	6	3	H1880	5.77	5.33	960,1140,0.54
O92	3	9	1	H2161	5.86	2.57	630,810,0.59
O92	3	9	2	H2307	5.85	2.24	960,1140,0.33
O92	3	9	3	H383	5.14	5.01	690,870,0.35
O93	6	10	1	H2748	0.3	3.29	1020,1200,0.3
O93	6	10	2	H2691	1.81	1.54	660,840,0.71
