NUM_VEHICLES	TRUCK_COST	TRUCK_SPEED	KM_COST	X_DEPOT	Y_DEPOT	TW_E	TW_L
25	52	57	80	2.99	2.9	600	1260

LOCKER_ID	X	Y	AV_CAPAC.

SHOP_ID	X	Y	TW_E1	TW_L1	TW_E2	TW_L2	AV_CAPAC.

ORDER_ID	WEIGHT	VOLUME	PRIORITY	DP_ID	X	Y	TW_PROBABILITIES
O1	10	8	1	H227	4.04	5.74	600,780,0.94
O1	10	8	2	H1580	3.23	0.15	630,810,0.3
O1	10	8	3	H137	3.55	5.43	540,720,0.96
O2	10	3	1	H1238	2.14	3.04	1020,1200,0.83
O2	10	3	2	H10	1.64	2.73	1020,1200,0.64
O2	10	3	3	H2823	3.54	5.73	870,1050,0.67
O3	4	1	1	H2472	1.55	5.91	630,810,0.98
O3	4	1	2	H734	4.08	4.89	540,720,0.86
O3	4	1	3	H2721	4.37	5.71	960,1140,0.41
O4	7	10	1	H1921	4.53	2.74	630,810,1.0
O4	7	10	2	H1143	5.75	3.92	660,840,0.92
O4	7	10	3	H1773	4.87	2.42	870,1050,0.58
O5	3	3	1	H2870	4.54	2.32	1020,1200,0.75
O5	3	3	2	H2125	0.54	3.62	570,750,0.3
O5	3	3	3	H2635	4.14	2.47	690,870,0.42
O6	4	7	1	H115	2.54	2.35	1020,1200,0.33
O6	4	7	2	H1514	0.87	2.57	630,810,0.52
O6	4	7	3	H1617	2.63	1.87	600,780,0.47
O7	4	7	1	H746	4.36	1.17	1050,1230,0.26
O7	4	7	2	H985	2.67	0.03	960,1140,0.33
O7	4	7	3	H2111	1.86	3.55	720,900,0.61
O8	10	2	1	H1348	5.5	1.01	1050,1230,0.78
O8	10	2	2	H1340	5.02	4.78	870,1050,0.66
O8	10	2	3	H2973	0.65	3.32	600,780,0.51
O9	3	9	1	H1846	4.81	2.53	690,870,0.93
O9	3	9	2	H2139	0.27	0.13	720,900,0.59
O9	3	9	3	H2214	1.38	1.63	1050,1230,0.65
O10	1	5	1	H2821	3.93	2.75	690,870,0.56
O10	1	5	2	H2943	4.18	5.79	1050,1230,0.65
O10	1	5	3	H1627	2.84	3.68	660,840,0.49
O11	2	7	1	H854	1.11	5.69	960,1140,0.32
O11	2	7	2	H2529	1.77	5.32	720,900,0.32
O11	2	7	3	H1957	1.6	1.55	900,1080,0.57
O12	6	6	1	H974	2.32	5.66	690,870,0.6
O12	6	6	2	H1454	2.29	0.5	870,1050,0.38
O12	6	6	3	H174	4.99	3.45	870,1050,0.94
O13	9	4	1	H1560	2.58	1.52	900,1080,0.7
O13	9	4	2	H663	0.44	3.75	1050,1230,0.22
O13	9	4	3	H303	4.37	3.6	840,1020,1.0
O14	4	3	1	H195	3.22	4.13	960,1140,0.91
O14	4	3	2	H2134	4.48	2.65	570,750,0.24
O14	4	3	3	H131	3.9	4.08	840,1020,0.34
O15	7	10	1	H1180	5.03	4.24	660,840,0.74
O15	7	10	2	H114	0.74	3.59	960,1140,0.72
O15	7	10	3	H1795	5.71	4.9	540,720,0.37
O16	6	10	1	H2036	1.28	2.97	660,840,0.75
O16	6	10	2	H2014	4.08	3.23	690,870,0.97
O16	6	10	3	H1614	1.97	5.18	840,1020,0.31
O17	7	1	1	H2613	3.37	5.92	1020,1200,0.91
O17	7	1	2	H2830	0.76	4.85	660,840,0.45
O17	7	1	3	H599	3.21	4.34	900,1080,0.92
O18	9	3	1	H1179	3.6	2.62	1020,1200,0.36
O18	9	3	2	H468	1.54	3.19	540,720,0.45
O18	9	3	3	H361	3.1	2.92	900,1080,0.74
O19	9	7	1	H135	1.62	5.34	540,720,0.82
O19	9	7	2	H406	1.3	4.72	870,1050,0.93
O19	9	7	3	H1371	3.98	2.04	1020,1200,0.85
O20	10	5	1	H2485	2.04	0.99	840,1020,0.75
O20	10	5	2	H2356	4.85	5.14	960,1140,0.62
O20	10	5	3	H61	3.81	4.37	900,1080,0.34
O21	2	3	1	H2029	4.66	4.48	690,870,0.67
O21	2	3	2	H313	3.62	4.9	840,1020,0.22
O21	2	3	3	H1476	0.4	0.59	630,810,0.48
O22	2	10	1	H776	5.54	3.37	540,720,0.52
O22	2	10	2	H2083	3.62	3.77	900,1080,0.68
O22	2	10	3	H1763	0.09	3.8	540,720,0.34
O23	9	2	1	H802	3.01	5.48	630,810,0.43
O23	9	2	2	H2655	1.03	0.55	660,840,0.49
O23	9	2	3	H2052	3.29	5.05	720,900,0.23
O24	10	3	1	H2543	5.64	0.82	900,1080,0.72
O24	10	3	2	H2843	3.5	3.14	1050,1230,0.32
O24	10	3	3	H2493	4.45	1.07	960,1140,0.96
O25	8	5	1	H694	2.1	4.6	1020,1200,0.27
O25	8	5	2	H2905	0.4	2.96	630,810,0.88
O25	8	5	3	H1164	4.48	3.61	600,780,0.71
O26	10	10	1	H2379	4.95	1.61	840,1020,0.54
O26	10	10	2	H405	4.52	0.6	720,900,0.89
O26	10	10	3	H2433	4.35	3.05	570,750,0.26
O27	7	10	1	H1459	1.84	3.15	900,1080,0.79
O27	7	10	2	H962	0.34	0.82	870,1050,0.45
O27	7	10	3	H839	3.51	4.64	570,750,0.24
O28	7	4	1	H1639	3.42	4.58	1020,1200,0.49
O28	7	4	2	H904	1.45	1.63	1050,1230,0.54
O28	7	4	3	H2386	5.12	2.26	720,900,0.51
O29	2	2	1	H2041	2.54	5.56	690,870,0.56
O29	2	2	2	H2180	5.23	3.23	540,720,0.26
O29	2	2	3	H581	4.15	0.19	900,1080,0.49
O30	5	9	1	H770	3.66	3.06	900,1080,0.81
O30	5	9	2	H549	0.55	4.1	540,720,0.28
O30	5	9	3	H2583	3.09	0.45	1050,1230,0.87
O31	1	4	1	H1910	2.39	1.64	630,810,0.84
O31	1	4	2	H960	5.6	2.15	1020,1200,0.49
O31	1	4	3	H1415	2.59	0.11	660,840,0.8
O32	1	2	1	H595	1.25	0.64	570,750,0.99
O32	1	2	2	H2594	3.27	4.52	570,750,0.35
O32	1	2	3	H560	0.48	1.71	570,750,0.9
O33	8	6	1	H907	0.34	3.51	600,780,0.52
O33	8	6	2	H2822	5.17	4.13	840,1020,0.89
O33	8	6	3	H497	2.31	1.81	840,1020,0.31
O34	4	10	1	H2827	2.9	5.06	1020,1200,0.5
O34	4	10	2	H558	0.29	4.52	900,1080,0.43
O34	4	10	3	H2035	3.52	4.22	540,720,0.7
O35	1	10	1	H2766	3.06	0.83	660,840,0.7
O35	1	10	2	H2312	2.02	4.46	660,840,0.92
O35	1	10	3	H2711	0.15	0.76	660,840,0.56
O36	7	9	1	H158	4.48	2.49	870,1050,0.65
O36	7	9	2	H768	3.67	0.46	840,1020,0.34
O36	7	9	3	H1719	1.13	5.49	690,870,0.63
O37	4	7	1	H85	0.36	5.83	720,900,0.82
O37	4	7	2	H513	1.26	0.96	870,1050,0.48
O37	4	7	3	H2619	0.32	5.43	900,1080,0.33
O38	3	2	1	H2103	2.06	4.44	870,1050,0.53
O38	3	2	2	H2840	1.92	4.87	1050,1230,0.6
O38	3	2	3	H292	1.58	5.25	1020,1200,0.26
O39	1	3	1	H157	0.07	2.5	1020,1200,0.79
O39	1	3	2	H2574	1.77	5.09	540,720,0.61
O39	1	3	3	H2875	0.64	4.51	630,810,0.7
