NUM_VEHICLES	TRUCK_COST	TRUCK_SPEED	KM_COST	X_DEPOT	Y_DEPOT	TW_E	TW_L
25	62	44	88	3.02	2.99	540	1320

LOCKER_ID	X	Y	AV_CAPAC.

SHOP_ID	X	Y	TW_E1	TW_L1	TW_E2	TW_L2	AV_CAPAC.

ORDER_ID	WEIGHT	VOLUME	PRIORITY	DP_ID	X	Y	TW_PROBABILITIES
O1	8	7	1	H201	1.29	1.01	570,750,0.8
O1	8	7	2	H1999	1.38	4.56	690,870,0.5
O1	8	7	3	H1185	2.17	2.76	600,780,0.28
O2	8	3	1	H922	3.38	1.67	960,1140,0.71
O2	8	3	2	H2378	0.99	1.67	660,840,0.68
O2	8	3	3	H865	0.96	2.95	840,1020,0.69
O3	8	10	1	H2126	3.7	3.89	870,1050,0.54
O3	8	10	2	H1687	5.59	1.04	1050,1230,0.27
O3	8	10	3	H163	4.36	3.49	960,1140,0.36
O4	3	8	1	H2376	1.85	1.0	630,810,0.95
O4	3	8	2	H2073	0.98	4.88	1020,1200,0.87
O4	3	8	3	H201	1.29	1.01	570,750,0.8
O5	2	7	1	H2142	3.26	1.46	870,1050,0.46
O5	2	7	2	H2987	3.71	5.74	1080,1260,0.92
O5	2	7	3	H1950	3.96	2.83	1050,1230,0.99
O6	2	6	1	H1765	0.7	5.49	540,720,0.28
O6	2	6	2	H666	1.16	2.07	690,870,1.0
O6	2	6	3	H1217	3.76	4.18	540,720,0.48
O7	1	8	1	H1652	0.71	1.13	870,1050,0.49
O7	1	8	2	H2245	0.86	3.55	840,1020,0.48
O7	1	8	3	H517	3.69	3.9	1080,1260,0.5
O8	5	6	1	H2083	3.51	5.07	1080,1260,0.97
O8	5	6	2	H2424	1.13	1.93	630,810,0.82
O8	5	6	3	H1093	3.05	4.5	570,750,0.27
O9	9	7	1	H2763	1.0	2.76	720,900,0.4
O9	9	7	2	H1614	1.47	2.73	1080,1260,0.48
O9	9	7	3	H51	1.17	3.06	1080,1260,0.72
O10	6	1	1	H71	4.6	0.86	690,870,0.32
O10	6	1	2	H1093	3.05	4.5	570,750,0.27
O10	6	1	3	H1869	2.61	5.03	900,1080,0.44
O11	4	1	1	H177	0.05	5.96	870,1050,0.5
O11	4	1	2	H532	5.47	3.31	870,1050,0.85
O11	4	1	3	H1402	0.42	5.72	900,1080,0.86
O12	10	5	1	H2845	2.07	1.23	840,1020,0.88
