NUM_VEHICLES	TRUCK_COST	TRUCK_SPEED	KM_COST	X_DEPOT	Y_DEPOT	TW_E	TW_L
25	88	51	86	2.94	3.05	540	1320

LOCKER_ID	X	Y	AV_CAPAC.

SHOP_ID	X	Y	TW_E1	TW_L1	TW_E2	TW_L2	AV_CAPAC.

ORDER_ID	WEIGHT	VOLUME	PRIORITY	DP_ID	X	Y	TW_PROBABILITIES
O1	1	10	1	H582	1.97	1.72	870,1050,0.35
O1	1	10	2	H1215	1.24	2.98	720,900,0.34
O1	1	10	3	H338	4.25	2.23	900,1080,0.93
O2	10	10	1	H1223	5.59	4.37	660,840,0.2
O2	10	10	2	H2830	1.07	1.16	1080,1260,0.39
O2	10	10	3	H2202	3.4	5.21	900,1080,0.62
O3	4	6	1	H1420	4.66	5.02	720,900,0.52
O3	4	6	2	H183	0.44	0.26	870,1050,0.84
O3	4	6	3	H2033	1.24	3.84	1020,1200,0.27
O4	5	6	1	H898	0.0	4.9	600,780,0.33
O4	5	6	2	H2505	5.32	3.19	630,810,0.3
O4	5	6	3	H823	4.57	4.15	1020,1200,0.69
O5	9	1	1	H810	2.73	0.65	600,780,0.51
O5	9	1	2	H180	3.46	1.16	660,840,0.98
O5	9	1	3	H1239	4.72	5.46	540,720,0.57
O6	5	4	1	H16	3.55	5.35	960,1140,0.27
O6	5	4	2	H44	5.12	1.33	1020,1200,0.24
O6	5	4	3	H723	3.22	0.03	720,900,0.7
O7	1	9	1	H2265	4.95	3.86	570,750,0.76
O7	1	9	2	H2957	4.76	2.3	660,840,0.34
O7	1	9	3	H471	0.84	4.79	1050,1230,0.24
O8	2	9	1	H1896	2.5	3.22	900,1080,0.88
O8	2	9	2	H676	3.67	4.7	840,1020,0.62
O8	2	9	3	H683	2.6	5.35	960,1140,0.3
O9	3	7	1	H1687	0.88	3.92	840,1020,0.28
O9	3	7	2	H1957	3.38	1.83	540,720,0.6
O9	3	7	3	H2728	2.24	0.51	570,750,0.32
O10	10	3	1	H1981	4.4	5.76	570,750,0.91
O10	10	3	2	H922	4.33	1.89	840,1020,0.8
O10	10	3	3	H997	2.41	3.55	660,840,0.46
O11	2	5	1	H931	4.05	1.5	570,750,0.93
O11	2	5	2	H2278	1.56	3.15	960,1140,0.58
O11	2	5	3	H1724	1.08	4.14	600,780,0.6
O12	1	8	1	H940	4.28	3.27	690,870,0.44
O12	1	8	2	H1384	3.22	4.75	1020,1200,0.54
O12	1	8	3	H2478	1.39	2.33	960,1140,0.75
O13	10	5	1	H2175	3.77	4.83	600,780,0.4
O13	10	5	2	H1333	0.74	0.28	570,750,0.42
O13	10	5	3	H708	5.48	0.16	960,1140,0.62
O14	1	9	1	H2842	5.06	5.94	540,720,0.61
O14	1	9	2	H1164	0.61	4.77	1080,1260,0.94
O14	1	9	3	H784	2.98	4.07	840,1020,0.53
O15	2	8	1	H1086	5.62	4.02	840,1020,0.46
O15	2	8	2	H1781	2.85	4.46	540,720,0.22
O15	2	8	3	H865	0.27	5.54	1080,1260,0.38
O16	9	9	1	H581	0.81	1.32	720,900,0.59
O16	9	9	2	H2242	0.79	5.86	540,720,0.76
O16	9	9	3	H2096	1.87	4.68	1020,1200,0.38
O17	5	9	1	H1082	1.26	0.7	540,720,0.34
O17	5	9	2	H707	2.26	3.96	900,1080,0.64
O17	5	9	3	H2237	5.88	3.37	1020,1200,0.58
O18	9	3	1	H2015	4.91	5.56	630,810,0.74
O18	9	3	2	H570	1.13	5.39	1050,1230,0.99
O18	9	3	3	H1593	0.32	2.14	720,900,0.85
O19	5	4	1	H355	5.46	4.82	600,780,0.85
O19	5	4	2	H1944	4.99	5.81	840,1020,0.96
O19	5	4	3	H944	5.65	1.52	1020,1200,0.41
O20	8	3	1	H846	1.49	2.3	720,900,0.58
O20	8	3	2	H2644	5.36	5.33	1020,1200,0.92
O20	8	3	3	H1321	2.56	5.08	870,1050,0.81
O21	4	10	1	H2309	5.34	0.71	840,1020,0.87
O21	4	10	2	H2544	1.41	1.16	900,1080,0.88
O21	4	10	3	H1556	2.64	1.68	690,870,0.86
O22	7	8	1	H353	5.05	1.92	720,900,0.66
O22	7	8	2	H2949	3.99	1.49	570,750,0.71
O22	7	8	3	H2008	1.04	5.41	690,870,0.68
O23	4	9	1	H118	3.86	1.83	1080,1260,0.36
O23	4	9	2	H2989	1.07	1.48	720,900,0.98
O23	4	9	3	H1562	4.69	4.52	720,900,0.35
