NUM_VEHICLES	TRUCK_COST	TRUCK_SPEED	KM_COST	X_DEPOT	Y_DEPOT	TW_E	TW_L
10	77	60	85	3.17	2.79	570	1290

LOCKER_ID	X	Y	AV_CAPAC.

SHOP_ID	X	Y	TW_E1	TW_L1	TW_E2	TW_L2	AV_CAPAC.

ORDER_ID	WEIGHT	VOLUME	PRIORITY	DP_ID	X	Y	TW_PROBABILITIES
O1	2	2	1	H245	2.47	2.22	870,1050,0.31
O1	2	2	2	H112	1.63	0.2	720,900,0.26
O1	2	2	3	H299	5.69	5.51	540,720,0.32
O2	5	3	1	H115	2.7	3.05	1080,1260,0.84
O2	5	3	2	H237	4.31	0.01	1050,1230,0.54
O2	5	3	3	H123	2.25	4.83	540,720,0.85
O3	8	3	1	H237	4.31	0.01	1050,1230,0.54
O3	8	3	2	H299	5.69	5.51	540,720,0.32
O3	8	3	3	H198	1.82	5.23	870,1050,0.29
O4	8	3	1	H39	5.13	4.32	870,1050,0.88
O4	8	3	2	H214	2.56	1.59	870,1050,0.86
O4	8	3	3	H282	0.26	4.53	1080,1260,0.41
O5	7	8	1	H141	2.29	2.72	870,1050,0.97
O5	7	8	2	H68	2.49	4.29	690,870,0.71
O5	7	8	3	H2	3.36	2.02	690,870,0.88
O6	2	3	1	H248	5.65	2.43	1020,1200,0.65
O6	2	3	2	H286	1.2	0.56	900,1080,0.92
O6	2	3	3	H31	0.36	3.74	720,900,0.47
O7	7	3	1	H212	0.39	3.91	660,840,0.48
O7	7	3	2	H67	4.07	3.49	570,750,0.63
O7	7	3	3	H17	0.49	1.33	540,720,0.41
O8	6	3	1	H133	1.85	2.12	540,720,0.69
O8	6	3	2	H236	5.98	2.84	570,750,0.24
O8	6	3	3	H223	5.74	4.37	1080,1260,0.55
O9	2	2	1	H140	3.99	1.96	660,840,0.85
O9	2	2	2	H47	5.59	4.58	840,1020,0.78
O9	2	2	3	H51	0.42	2.56	630,810,0.79
O10	9	5	1	H207	0.93	2.77	720,900,0.47
O10	9	5	2	H245	2.47	2.22	870,1050,0.31
O10	9	5	3	H293	5.56	0.1	690,870,0.71
O11	1	7	1	H195	1.07	4.3	630,810,0.93
O11	1	7	2	H296	0.36	1.72	1020,1200,0.99
O11	1	7	3	H97	4.1	2.23	540,720,0.74
O12	5	2	1	H128	2.97	3.56	840,1020,0.25
O12	5	2	2	H108	2.16	4.65	1020,1200,0.99
O12	5	2	3	H219	1.2	4.77	1020,1200,0.86
O13	4	6	1	H281	0.98	0.01	720,900,0.77
O13	4	6	2	H191	1.74	1.81	900,1080,0.67
O13	4	6	3	H75	4.86	4.23	1080,1260,0.53
O14	6	7	1	H108	2.16	4.65	1020,1200,0.99
O14	6	7	2	H217	0.14	0.21	630,810,0.43
O14	6	7	3	H44	2.95	0.47	960,1140,0.38
O15	5	3	1	H262	4.84	4.19	1050,1230,0.75
O15	5	3	2	H252	2.85	1.04	870,1050,0.5
O15	5	3	3	H213	5.73	0.1	900,1080,0.28
O16	6	1	1	H221	3.56	1.17	630,810,0.98
O16	6	1	2	H160	5.37	0.23	630,810,0.6
O16	6	1	3	H222	0.66	2.04	1020,1200,0.77
O17	8	9	1	H127	0.51	0.87	1050,1230,0.86
O17	8	9	2	H44	2.95	0.47	960,1140,0.38
O17	8	9	3	H187	1.86	3.7	1050,1230,0.81
O18	1	9	1	H10	0.15	4.81	960,1140,0.43
O18	1	9	2	H219	1.2	4.77	1020,1200,0.86
O18	1	9	3	H240	1.83	0.44	1020,1200,0.38
O19	5	7	1	H251	1.65	4.89	960,1140,0.72
O19	5	7	2	H23	1.95	1.15	870,1050,0.57
O19	5	7	3	H22	5.56	1.4	900,1080,0.98
O20	1	1	1	H150	0.53	1.84	570,750,0.32
O20	1	1	2	H187	1.86	3.7	1050,1230,0.81
O20	1	1	3	H274	1.62	1.12	1050,1230,0.6
O21	3	1	1	H224	2.33	5.5	870,1050,0.68
O21	3	1	2	H269	1.47	0.31	660,840,0.96
O21	3	1	3	H105	2.19	0.58	570,750,0.51
O22	10	7	1	H97	4.1	2.23	540,720,0.74
O22	10	7	2	H238	1.3	2.81	900,1080,0.64
O22	10	7	3	H237	4.31	0.01	1050,1230,0.54
O23	9	5	1	H271	5.06	1.77	900,1080,0.73
O23	9	5	2	H119	4.83	0.4	1020,1200,0.22
O23	9	5	3	H295	3.4	4.19	690,870,0.77
O24	4	7	1	H140	3.99	1.96	660,840,0.85
O24	4	7	2	H142	3.06	4.4	840,1020,0.74
O24	4	7	3	H77	0.09	5.14	900,1080,0.67
O25	2	5	1	H135	4.27	1.72	600,780,0.71
O25	2	5	2	H179	3.7	4.27	900,1080,0.29
O25	2	5	3	H86	0.18	1.89	900,1080,0.28
O26	2	7	1	H159	5.63	1.67	870,1050,0.67
O26	2	7	2	H183	4.83	0.68	660,840,0.76
O26	2	7	3	H112	1.63	0.2	720,900,0.26
O27	7	2	1	H8	3.67	4.02	870,1050,0.63
O27	7	2	2	H169	1.61	2.7	1050,1230,0.65
O27	7	2	3	H98	5.17	2.23	900,1080,0.73
O28	4	6	1	H153	3.96	1.5	720,900,0.46
O28	4	6	2	H203	1.44	1.45	720,900,0.65
O28	4	6	3	H35	1.46	3.22	660,840,0.45
O29	4	4	1	H5	1.25	0.36	720,900,0.24
O29	4	4	2	H49	4.08	0.47	720,900,0.88
O29	4	4	3	H144	3.57	5.85	960,1140,0.91
O30	7	9	1	H205	4.91	3.16	1020,1200,0.3
O30	7	9	2	H111	0.05	0.49	630,810,0.39
O30	7	9	3	H217	0.14	0.21	630,810,0.43
O31	4	10	1	H190	1.5	1.29	600,780,0.27
O31	4	10	2	H84	5.94	1.73	540,720,0.89
O31	4	10	3	H212	0.39	3.91	660,840,0.48
O32	5	10	1	H12	5.84	1.21	960,1140,0.95
O32	5	10	2	H298	2.2	2.83	570,750,0.34
O32	5	10	3	H17	0.49	1.33	540,720,0.41
O33	6	4	1	H53	1.8	2.36	840,1020,0.31
O33	6	4	2	H223	5.74	4.37	1080,1260,0.55
O33	6	4	3	H45	2.93	4.09	960,1140,0.8
O34	9	3	1	H117	0.77	0.67	600,780,0.35
O34	9	3	2	H103	0.41	5.41	720,900,0.35
O34	9	3	3	H230	3.65	0.86	570,750,0.99
O35	2	8	1	H266	3.48	5.47	630,810,0.3
O35	2	8	2	H283	1.96	3.54	1020,1200,0.86
O35	2	8	3	H142	3.06	4.4	840,1020,0.74
O36	4	8	1	H125	1.47	2.16	570,750,0.88
O36	4	8	2	H275	5.04	1.93	900,1080,0.64
O36	4	8	3	H56	3.53	0.69	720,900,0.26
O37	5	4	1	H102	0.71	1.78	1080,1260,0.84
O37	5	4	2	H66	5.99	4.06	540,720,0.31
O37	5	4	3	H218	4.16	4.99	1050,1230,0.38
O38	3	3	1	H281	0.98	0.01	720,900,0.77
O38	3	3	2	H86	0.18	1.89	900,1080,0.28
O38	3	3	3	H139	1.11	3.4	900,1080,0.81
O39	10	7	1	H242	0.6	2.92	840,1020,0.32
O39	10	7	2	H82	1.22	5.79	630,810,0.75
O39	10	7	3	H207	0.93	2.77	720,900,0.47
O40	6	9	1	H248	5.65	2.43	1020,1200,0.65
O40	6	9	2	H284	1.25	1.05	600,780,0.91
O40	6	9	3	H83	4.38	3.35	870,1050,0.75
O41	10	7	1	H151	2.2	1.45	870,1050,0.26
O41	10	7	2	H46	1.61	2.64	1020,1200,0.72
O41	10	7	3	H204	5.59	4.4	1020,1200,0.44
O42	6	5	1	H25	2.96	5.9	840,1020,0.7
O42	6	5	2	H178	3.52	2.18	690,870,0.74
O42	6	5	3	H108	2.16	4.65	1020,1200,0.99
O43	1	7	1	H123	2.25	4.83	540,720,0.85
O43	1	7	2	H292	1.57	4.34	840,1020,0.91
O43	1	7	3	H168	2.91	2.37	1050,1230,0.68
O44	4	3	1	H58	1.68	3.71	600,780,0.25
O44	4	3	2	H58	1.68	3.71	600,780,0.25
O44	4	3	3	H29	3.41	1.28	1050,1230,0.9
O45	10	1	1	H164	2.93	1.81	960,1140,0.51
O45	10	1	2	H87	0.59	0.92	870,1050,0.44
O45	10	1	3	H124	4.81	5.0	660,840,0.56
O46	6	9	1	H33	4.07	2.34	630,810,0.64
