NUM_VEHICLES	TRUCK_COST	TRUCK_SPEED	KM_COST	X_DEPOT	Y_DEPOT	TW_E	TW_L
10	88	40	99	2.87	2.84	600	1290

LOCKER_ID	X	Y	AV_CAPAC.

SHOP_ID	X	Y	TW_E1	TW_L1	TW_E2	TW_L2	AV_CAPAC.

ORDER_ID	WEIGHT	VOLUME	PRIORITY	DP_ID	X	Y	TW_PROBABILITIES
O1	3	5	1	H134	2.1	3.92	660,840,0.79
O1	3	5	2	H101	2.35	5.81	660,840,0.46
O1	3	5	3	H300	3.32	0.7	690,870,0.59
O2	4	5	1	H185	2.28	5.85	660,840,0.88
O2	4	5	2	H262	2.87	5.41	630,810,0.53
O2	4	5	3	H214	2.71	0.93	1020,1200,0.92
O3	2	5	1	H67	3.4	1.89	1050,1230,0.63
O3	2	5	2	H58	5.35	2.75	570,750,0.78
O3	2	5	3	H114	1.57	1.14	690,870,0.6
O4	5	10	1	H12	0.05	2.3	870,1050,0.7
O4	5	10	2	H71	1.52	0.51	690,870,0.49
O4	5	10	3	H251	1.14	3.23	600,780,0.69
O5	3	8	1	H252	5.05	0.17	690,870,0.51
O5	3	8	2	H182	4.73	3.12	630,810,0.44
O5	3	8	3	H194	5.29	3.79	630,810,0.25
O6	10	8	1	H149	1.34	5.2	660,840,0.99
O6	10	8	2	H291	0.13	1.35	690,870,0.86
O6	10	8	3	H237	2.1	5.88	1080,1260,0.84
O7	8	10	1	H60	4.19	2.47	690,870,0.73
O7	8	10	2	H22	5.49	3.71	840,1020,0.26
O7	8	10	3	H207	2.3	0.1	1080,1260,0.45
O8	8	5	1	H125	1.27	3.6	600,780,0.41
O8	8	5	2	H299	1.78	3.16	1080,1260,0.73
O8	8	5	3	H132	3.17	2.17	660,840,0.52
O9	1	8	1	H249	1.48	1.74	570,750,0.32
O9	1	8	2	H251	1.14	3.23	600,780,0.69
O9	1	8	3	H127	3.8	0.81	720,900,0.96
O10	3	9	1	H133	5.09	1.17	660,840,0.92
O10	3	9	2	H136	3.36	4.39	600,780,0.82
O10	3	9	3	H300	3.32	0.7	690,870,0.59
O11	10	8	1	H181	1.61	3.79	870,1050,0.22
O11	10	8	2	H4	5.66	1.97	1050,1230,0.29
O11	10	8	3	H22	5.49	3.71	840,1020,0.26
O12	2	9	1	H92	4.89	0.27	840,1020,0.54
O12	2	9	2	H208	1.92	3.63	870,1050,0.7
O12	2	9	3	H120	4.2	1.34	1020,1200,0.27
O13	9	10	1	H277	3.67	0.89	600,780,0.7
O13	9	10	2	H212	1.63	3.41	540,720,0.59
O13	9	10	3	H36	0.4	5.77	1050,1230,0.53
O14	10	1	1	H77	5.98	2.12	1080,1260,0.86
O14	10	1	2	H91	3.93	4.25	630,810,0.4
O14	10	1	3	H195	0.17	5.39	840,1020,0.9
O15	1	8	1	H14	5.19	2.02	720,900,0.54
O15	1	8	2	H245	0.89	5.12	540,720,0.42
O15	1	8	3	H168	5.24	0.09	1080,1260,0.8
O16	4	7	1	H294	4.1	1.62	690,870,0.78
O16	4	7	2	H278	3.26	1.82	870,1050,0.84
O16	4	7	3	H177	3.11	1.9	630,810,0.27
O17	1	7	1	H105	0.22	4.28	660,840,0.76
O17	1	7	2	H281	4.02	1.21	630,810,0.86
O17	1	7	3	H277	3.67	0.89	600,780,0.7
O18	2	3	1	H201	1.29	0.02	600,780,0.79
O18	2	3	2	H251	1.14	3.23	600,780,0.69
O18	2	3	3	H180	5.07	4.54	600,780,0.75
O19	2	10	1	H137	0.41	4.96	660,840,0.33
O19	2	10	2	H251	1.14	3.23	600,780,0.69
O19	2	10	3	H52	3.47	1.3	960,1140,0.52
O20	10	3	1	H80	4.8	4.98	870,1050,0.97
O20	10	3	2	H198	3.75	5.28	690,870,0.6
O20	10	3	3	H15	4.13	2.19	660,840,0.43
O21	6	1	1	H290	3.2	1.68	900,1080,0.88
O21	6	1	2	H61	4.52	0.56	1050,1230,0.77
O21	6	1	3	H169	2.43	5.87	840,1020,0.79
O22	4	9	1	H130	2.85	2.81	960,1140,0.43
O22	4	9	2	H242	5.68	3.22	1080,1260,0.31
O22	4	9	3	H154	0.05	4.29	840,1020,0.99
O23	8	7	1	H272	0.05	1.77	540,720,0.45
O23	8	7	2	H137	0.41	4.96	660,840,0.33
O23	8	7	3	H17	1.06	2.29	960,1140,0.32
O24	8	3	1	H156	4.37	1.55	1050,1230,0.3
O24	8	3	2	H51	2.24	3.67	1020,1200,0.93
O24	8	3	3	H195	0.17	5.39	840,1020,0.9
O25	6	4	1	H95	2.39	5.97	720,900,0.56
O25	6	4	2	H228	3.19	5.69	720,900,0.29
O25	6	4	3	H283	5.5	2.44	840,1020,0.9
O26	8	2	1	H136	3.36	4.39	600,780,0.82
O26	8	2	2	H229	5.99	2.73	1050,1230,0.73
O26	8	2	3	H210	1.17	3.94	660,840,0.68
O27	9	6	1	H173	2.35	3.2	840,1020,0.64
O27	9	6	2	H170	1.98	2.4	1080,1260,0.67
O27	9	6	3	H4	5.66	1.97	1050,1230,0.29
O28	3	2	1	H222	0.48	3.66	870,1050,0.22
O28	3	2	2	H224	2.43	3.19	600,780,0.44
O28	3	2	3	H236	5.57	4.47	1020,1200,0.79
O29	8	6	1	H246	5.89	1.07	690,870,0.95
O29	8	6	2	H290	3.2	1.68	900,1080,0.88
O29	8	6	3	H65	4.98	0.11	900,1080,0.56
O30	8	1	1	H205	2.19	1.62	870,1050,0.46
O30	8	1	2	H299	1.78	3.16	1080,1260,0.73
O30	8	1	3	H241	5.4	1.47	1020,1200,0.65
O31	10	6	1	H292	5.22	1.06	690,870,0.99
O31	10	6	2	H102	1.36	0.91	570,750,0.62
O31	10	6	3	H5	2.4	0.63	690,870,0.93
O32	6	8	1	H2	1.83	0.19	690,870,0.87
O32	6	8	2	H260	2.25	4.25	1080,1260,0.44
O32	6	8	3	H135	4.76	4.53	960,1140,0.83
O33	7	2	1	H145	4.1	0.26	690,870,0.35
O33	7	2	2	H66	4.93	1.88	630,810,0.96
O33	7	2	3	H40	2.59	4.5	540,720,0.37
O34	9	10	1	H193	5.29	2.67	1050,1230,0.84
O34	9	10	2	H89	0.96	0.52	870,1050,0.42
O34	9	10	3	H193	5.29	2.67	1050,1230,0.84
O35	9	1	1	H25	2.98	3.18	870,1050,0.74
O35	9	1	2	H125	1.27	3.6	600,780,0.41
O35	9	1	3	H159	0.42	2.34	600,780,1.0
O36	2	4	1	H107	1.49	5.15	690,870,0.42
O36	2	4	2	H223	0.77	3.09	840,1020,0.52
O36	2	4	3	H63	1.76	5.54	840,1020,0.59
O37	9	4	1	H212	1.63	3.41	540,720,0.59
O37	9	4	2	H124	0.95	4.14	840,1020,0.58
O37	9	4	3	H92	4.89	0.27	840,1020,0.54
O38	7	3	1	H173	2.35	3.2	840,1020,0.64
O38	7	3	2	H124	0.95	4.14	840,1020,0.58
O38	7	3	3	H194	5.29	3.79	630,810,0.25
O39	9	7	1	H76	0.09	1.4	630,810,0.76
O39	9	7	2	H138	4.93	5.69	1020,1200,0.95
O39	9	7	3	H194	5.29	3.79	630,810,0.25
O40	8	3	1	H57	5.13	3.2	690,870,0.27
O40	8	3	2	H183	3.0	1.06	630,810,0.34
O40	8	3	3	H7	5.87	0.35	570,750,0.33
O41	10	6	1	H137	0.41	4.96	660,840,0.33
O41	10	6	2	H152	4.6	1.54	630,810,0.97
O41	10	6	3	H50	4.71	2.64	1020,1200,0.97
O42	6	4	1	H261	0.22	5.53	840,1020,0.44
O42	6	4	2	H34	0.11	3.47	600,780,0.6
O42	6	4	3	H46	0.94	2.44	540,720,0.9
O43	3	6	1	H167	4.9	1.62	660,840,0.39
O43	3	6	2	H101	2.35	5.81	660,840,0.46
O43	3	6	3	H292	5.22	1.06	690,870,0.99
O44	6	4	1	H245	0.89	5.12	540,720,0.42
O44	6	4	2	H216	4.21	3.02	600,780,0.55
O44	6	4	3	H13	1.22	5.93	600,780,0.55
O45	10	1	1	H71	1.52	0.51	690,870,0.49
O45	10	1	2	H97	1.61	5.69	660,840,0.46
O45	10	1	3	H4	5.66	1.97	1050,1230,0.29
O46	7	8	1	H89	0.96	0.52	870,1050,0.42
O46	7	8	2	H138	4.93	5.69	1020,1200,0.95
O46	7	8	3	H83	3.71	1.34	960,1140,0.97
O47	8	7	1	H149	1.34	5.2	660,840,0.99
O47	8	7	2	H26	2.97	0.27	720,900,0.89
O47	8	7	3	H112	2.09	1.37	840,1020,0.68
