NUM_VEHICLES	TRUCK_COST	TRUCK_SPEED	KM_COST	X_DEPOT	Y_DEPOT	TW_E	TW_L
10	92	53	85	3.18	3.3	570	1320

LOCKER_ID	X	Y	AV_CAPAC.

SHOP_ID	X	Y	TW_E1	TW_L1	TW_E2	TW_L2	AV_CAPAC.

ORDER_ID	WEIGHT	VOLUME	PRIORITY	DP_ID	X	Y	TW_PROBABILITIES
O1	4	7	1	H244	1.17	3.79	600,780,0.87
O1	4	7	2	H297	5.96	1.4	720,900,0.63
O1	4	7	3	H266	2.28	4.61	840,1020,0.93
O2	2	3	1	H198	1.99	4.03	1080,1260,0.5
O2	2	3	2	H224	1.5	0.63	840,1020,0.77
O2	2	3	3	H132	2.48	3.44	690,870,0.55
O3	5	6	1	H113	1.9	1.92	960,1140,0.22
O3	5	6	2	H168	1.09	5.19	690,870,0.49
O3	5	6	3	H242	2.84	2.4	660,840,0.23
O4	7	4	1	H143	2.75	5.32	960,1140,0.29
O4	7	4	2	H154	2.23	4.05	870,1050,0.9
O4	7	4	3	H82	4.5	1.53	840,1020,0.37
O5	3	1	1	H82	4.5	1.53	840,1020,0.37
O5	3	1	2	H246	3.7	2.65	600,780,0.44
O5	3	1	3	H93	3.96	5.77	630,810,0.42
O6	10	6	1	H246	3.7	2.65	600,780,0.44
O6	10	6	2	H217	5.52	5.11	1020,1200,0.84
O6	10	6	3	H30	0.32	4.24	660,840,0.4
O7	1	7	1	H213	3.75	1.1	900,1080,0.24
O7	1	7	2	H237	0.34	0.75	1080,1260,0.89
O7	1	7	3	H296	0.04	3.64	840,1020,1.0
O8	6	10	1	H76	3.81	1.43	630,810,0.73
O8	6	10	2	H9	2.21	3.38	570,750,0.28
O8	6	10	3	H272	1.91	0.89	1080,1260,0.67
O9	9	1	1	H150	0.64	4.69	570,750,0.35
O9	9	1	2	H169	2.05	5.85	540,720,0.64
O9	9	1	3	H103	5.3	1.46	1020,1200,0.73
O10	1	5	1	H288	2.82	2.2	840,1020,0.59
O10	1	5	2	H16	5.93	5.46	600,780,0.37
O10	1	5	3	H233	3.78	3.97	900,1080,0.33
O11	8	2	1	H182	3.66	5.7	1050,1230,0.25
O11	8	2	2	H241	0.19	0.01	720,900,0.4
O11	8	2	3	H283	4.35	4.17	540,720,0.64
O12	10	3	1	H138	1.65	0.31	720,900,0.85
O12	10	3	2	H120	2.69	5.62	1080,1260,0.27
O12	10	3	3	H98	5.8	0.16	600,780,0.37
O13	4	6	1	H44	1.17	4.46	960,1140,0.71
O13	4	6	2	H158	3.9	1.37	720,900,0.58
O13	4	6	3	H190	0.99	0.39	720,900,0.7
O14	1	10	1	H146	4.08	1.11	630,810,0.84
O14	1	10	2	H86	4.3	1.55	1050,1230,0.55
O14	1	10	3	H135	3.59	5.48	690,870,0.32
O15	10	3	1	H10	0.03	4.84	1020,1200,0.4
O15	10	3	2	H70	0.67	0.34	660,840,0.73
O15	10	3	3	H118	2.13	5.95	960,1140,0.84
O16	8	9	1	H135	3.59	5.48	690,870,0.32
O16	8	9	2	H274	0.01	5.01	840,1020,0.56
O16	8	9	3	H208	5.23	2.11	900,1080,0.89
O17	10	10	1	H144	4.84	1.56	870,1050,0.35
O17	10	10	2	H77	4.1	3.76	630,810,0.35
O17	10	10	3	H294	2.34	5.3	630,810,0.44
O18	6	10	1	H110	3.14	2.52	960,1140,0.67
O18	6	10	2	H38	0.51	2.39	1020,1200,0.57
O18	6	10	3	H6	3.38	3.21	840,1020,0.52
O19	5	7	1	H199	5.92	4.08	630,810,0.48
O19	5	7	2	H128	1.38	4.56	900,1080,0.3
O19	5	7	3	H28	4.73	4.65	690,870,0.57
O20	8	7	1	H271	4.48	5.4	540,720,0.22
O20	8	7	2	H155	2.7	3.48	1050,1230,0.64
O20	8	7	3	H57	0.81	5.7	1050,1230,0.66
O21	2	1	1	H180	3.17	5.02	1080,1260,0.64
O21	2	1	2	H194	5.04	1.24	690,870,0.38
O21	2	1	3	H121	1.33	5.12	870,1050,0.54
O22	8	2	1	H110	3.14	2.52	960,1140,0.67
O22	8	2	2	H213	3.75	1.1	900,1080,0.24
O22	8	2	3	H120	2.69	5.62	1080,1260,0.27
O23	1	5	1	H173	4.67	4.55	840,1020,0.82
O23	1	5	2	H8	2.98	4.76	1080,1260,0.89
O23	1	5	3	H204	4.83	3.72	1050,1230,0.82
O24	10	9	1	H132	2.48	3.44	690,870,0.55
O24	10	9	2	H196	4.19	3.32	660,840,0.23
O24	10	9	3	H270	1.35	2.03	720,900,0.76
O25	8	7	1	H103	5.3	1.46	1020,1200,0.73
O25	8	7	2	H102	1.22	5.5	900,1080,0.9
O25	8	7	3	H276	2.87	3.35	600,780,0.52
O26	4	1	1	H69	1.27	3.65	690,870,0.52
O26	4	1	2	H38	0.51	2.39	1020,1200,0.57
O26	4	1	3	H65	5.44	3.66	720,900,0.51
O27	3	9	1	H12	1.43	0.46	840,1020,0.65
O27	3	9	2	H268	0.8	1.86	600,780,0.24
O27	3	9	3	H29	4.54	2.71	870,1050,0.73
O28	4	8	1	H38	0.51	2.39	1020,1200,0.57
O28	4	8	2	H127	0.08	1.29	870,1050,0.28
O28	4	8	3	H219	2.39	4.91	540,720,0.55
O29	8	10	1	H56	2.28	1.69	660,840,0.2
O29	8	10	2	H141	3.44	2.29	630,810,0.34
O29	8	10	3	H102	1.22	5.5	900,1080,0.9
O30	9	4	1	H172	0.1	5.37	840,1020,0.33
O30	9	4	2	H3	0.89	2.47	690,870,0.22
O30	9	4	3	H12	1.43	0.46	840,1020,0.65
O31	9	3	1	H57	0.81	5.7	1050,1230,0.66
O31	9	3	2	H164	1.83	5.11	1080,1260,0.69
O31	9	3	3	H299	4.24	3.56	690,870,0.5
O32	9	10	1	H214	1.55	2.97	900,1080,0.98
O32	9	10	2	H167	2.83	1.36	540,720,0.24
O32	9	10	3	H164	1.83	5.11	1080,1260,0.69
O33	8	6	1	H228	2.18	2.39	870,1050,0.94
O33	8	6	2	H221	4.92	4.44	840,1020,0.74
O33	8	6	3	H201	3.19	1.04	600,780,0.73
O34	2	5	1	H53	3.5	5.1	720,900,0.21
O34	2	5	2	H213	3.75	1.1	900,1080,0.24
O34	2	5	3	H92	0.12	0.38	600,780,0.98
O35	10	2	1	H37	3.6	4.51	540,720,0.36
O35	10	2	2	H233	3.78	3.97	900,1080,0.33
O35	10	2	3	H59	4.8	3.37	1050,1230,0.34
O36	5	1	1	H42	2.73	0.63	1020,1200,0.98
O36	5	1	2	H270	1.35	2.03	720,900,0.76
O36	5	1	3	H129	5.46	0.92	720,900,0.79
O37	4	1	1	H38	0.51	2.39	1020,1200,0.57
O37	4	1	2	H73	5.72	2.66	1080,1260,0.87
O37	4	1	3	H61	3.29	1.7	600,780,0.23
O38	2	4	1	H268	0.8	1.86	600,780,0.24
O38	2	4	2	H9	2.21	3.38	570,750,0.28
O38	2	4	3	H122	4.76	4.9	690,870,0.99
O39	7	6	1	H235	4.22	5.97	570,750,0.98
O39	7	6	2	H297	5.96	1.4	720,900,0.63
O39	7	6	3	H149	4.33	5.62	1080,1260,0.55
O40	2	2	1	H140	2.83	1.97	840,1020,0.35
O40	2	2	2	H141	3.44	2.29	630,810,0.34
O40	2	2	3	H64	0.08	0.52	870,1050,0.31
O41	2	1	1	H132	2.48	3.44	690,870,0.55
O41	2	1	2	H233	3.78	3.97	900,1080,0.33
O41	2	1	3	H4	3.68	1.0	540,720,0.99
O42	4	6	1	H62	4.69	1.24	900,1080,0.56
O42	4	6	2	H151	1.48	3.71	1080,1260,0.95
O42	4	6	3	H79	5.17	1.26	540,720,0.72
O43	9	2	1	H267	0.04	1.14	720,900,0.24
O43	9	2	2	H279	2.63	5.48	960,1140,0.31
O43	9	2	3	H246	3.7	2.65	600,780,0.44
O44	7	5	1	H62	4.69	1.24	900,1080,0.56
O44	7	5	2	H121	1.33	5.12	870,1050,0.54
O44	7	5	3	H84	2.04	0.99	720,900,0.39
O45	5	7	1	H84	2.04	0.99	720,900,0.39
O45	5	7	2	H23	1.25	1.45	660,840,0.22
O45	5	7	3	H260	5.26	1.89	1020,1200,0.6
O46	9	1	1	H137	4.87	3.83	1080,1260,0.43
O46	9	1	2	H182	3.66	5.7	1050,1230,0.25
O46	9	1	3	H277	3.36	4.65	900,1080,0.95
O47	5	5	1	H219	2.39	4.91	540,720,0.55
O47	5	5	2	H142	2.91	0.34	870,1050,0.24
O47	5	5	3	H222	3.41	3.34	840,1020,0.28
O48	2	2	1	H169	2.05	5.85	540,720,0.64
O48	2	2	2	H147	3.51	2.58	1080,1260,0.88
O48	2	2	3	H188	5.74	0.39	840,1020,0.97
O49	2	2	1	H40	2.95	5.36	900,1080,0.86
O49	2	2	2	H5	1.01	5.56	600,780,0.98
O49	2	2	3	H162	2.92	3.93	1080,1260,0.36
O50	6	6	1	H204	4.83	3.72	1050,1230,0.82
O50	6	6	2	H148	5.14	1.21	630,810,0.58
O50	6	6	3	H290	5.42	0.21	690,870,0.27
O51	8	3	1	H37	3.6	4.51	540,720,0.36
O51	8	3	2	H10	0.03	4.84	1020,1200,0.4
O51	8	3	3	H78	2.31	4.19	600,780,0.53
O52	10	6	1	H222	3.41	3.34	840,1020,0.28
O52	10	6	2	H118	2.13	5.95	960,1140,0.84
O52	10	6	3	H236	5.06	4.87	600,780,0.33
O53	10	9	1	H135	3.59	5.48	690,870,0.32
O53	10	9	2	H111	1.44	0.85	630,810,0.54
O53	10	9	3	H269	2.71	3.88	540,720,0.44
O54	2	7	1	H4	3.68	1.0	540,720,0.99
O54	2	7	2	H139	0.63	1.66	660,840,0.95
O54	2	7	3	H191	1.17	2.87	570,750,0.47
O55	10	4	1	H9	2.21	3.38	570,750,0.28
O55	10	4	2	H234	0.1	0.28	1050,1230,0.91
O55	10	4	3	H118	2.13	5.95	960,1140,0.84
O56	1	5	1	H149	4.33	5.62	1080,1260,0.55
O56	1	5	2	H254	4.92	3.72	690,870,0.54
O56	1	5	3	H143	2.75	5.32	960,1140,0.29
O57	10	10	1	H125	1.45	5.74	690,870,0.96
O57	10	10	2	H227	5.52	1.67	540,720,0.9
O57	10	10	3	H280	1.66	2.05	660,840,0.94
O58	5	10	1	H219	2.39	4.91	540,720,0.55
O58	5	10	2	H280	1.66	2.05	660,840,0.94
O58	5	10	3	H118	2.13	5.95	960,1140,0.84
O59	7	10	1	H92	0.12	0.38	600,780,0.98
O59	7	10	2	H213	3.75	1.1	900,1080,0.24
O59	7	10	3	H265	3.87	4.53	1020,1200,0.35
O60	2	4	1	H16	5.93	5.46	600,780,0.37
O60	2	4	2	H39	1.53	0.78	840,1020,0.86
O60	2	4	3	H4	3.68	1.0	540,720,0.99
O61	3	8	1	H121	1.33	5.12	870,1050,0.54
O61	3	8	2	H95	2.79	4.35	540,720,0.97
O61	3	8	3	H178	5.98	3.86	600,780,0.6
O62	2	5	1	H115	3.37	1.41	630,810,0.64
O62	2	5	2	H182	3.66	5.7	1050,1230,0.25
O62	2	5	3	H9	2.21	3.38	570,750,0.28
O63	3	4	1	H291	5.29	3.68	720,900,0.41
O63	3	4	2	H268	0.8	1.86	600,780,0.24
O63	3	4	3	H105	1.69	4.24	720,900,0.82
O64	1	10	1	H131	3.34	4.98	1080,1260,0.8
O64	1	10	2	H208	5.23	2.11	900,1080,0.89
O64	1	10	3	H227	5.52	1.67	540,720,0.9
O65	2	2	1	H213	3.75	1.1	900,1080,0.24
O65	2	2	2	H203	2.6	5.24	630,810,0.38
O65	2	2	3	H292	4.75	1.48	1020,1200,0.86
O66	7	7	1	H211	0.97	0.51	540,720,0.92
O66	7	7	2	H217	5.52	5.11	1020,1200,0.84
O66	7	7	3	H229	0.34	4.66	960,1140,0.39
O67	8	3	1	H137	4.87	3.83	1080,1260,0.43
O67	8	3	2	H183	4.8	3.45	690,870,0.43
O67	8	3	3	H156	0.66	3.73	720,900,0.48
O68	1	7	1	H204	4.83	3.72	1050,1230,0.82
O68	1	7	2	H72	5.08	4.55	630,810,0.32
O68	1	7	3	H199	5.92	4.08	630,810,0.48
O69	10	3	1	H110	3.14	2.52	960,1140,0.67
O69	10	3	2	H119	3.56	5.1	630,810,0.53
O69	10	3	3	H126	3.77	0.38	870,1050,0.95
O70	9	4	1	H211	0.97	0.51	540,720,0.92
O70	9	4	2	H154	2.23	4.05	870,1050,0.9
O70	9	4	3	H76	3.81	1.43	630,810,0.73
O71	7	6	1	H183	4.8	3.45	690,870,0.43
O71	7	6	2	H278	1.28	1.36	600,780,0.85
O71	7	6	3	H182	3.66	5.7	1050,1230,0.25
O72	8	8	1	H176	4.2	4.67	840,1020,0.88
O72	8	8	2	H185	4.97	2.96	1050,1230,0.81
O72	8	8	3	H62	4.69	1.24	900,1080,0.56
O73	7	4	1	H292	4.75	1.48	1020,1200,0.86
O73	7	4	2	H134	1.42	0.27	720,900,0.6
O73	7	4	3	H239	4.31	1.91	1050,1230,0.96
O74	10	8	1	H177	1.81	4.53	720,900,0.53
O74	10	8	2	H175	5.14	2.43	1050,1230,0.61
O74	10	8	3	H12	1.43	0.46	840,1020,0.65
O75	5	1	1	H29	4.54	2.71	870,1050,0.73
O75	5	1	2	H207	4.8	2.64	630,810,0.38
O75	5	1	3	H232	2.18	3.93	870,1050,0.94
O76	9	10	1	H263	1.94	4.25	690,870,0.56
O76	9	10	2	H90	0.84	1.66	660,840,0.34
O76	9	10	3	H274	0.01	5.01	840,1020,0.56
O77	7	1	1	H81	5.8	3.8	870,1050,0.57
O77	7	1	2	H193	1.33	4.75	840,1020,0.3
O77	7	1	3	H226	3.85	5.16	570,750,0.87
O78	5	3	1	H258	3.81	4.49	1050,1230,0.46
O78	5	3	2	H277	3.36	4.65	900,1080,0.95
O78	5	3	3	H11	4.05	0.69	660,840,0.54
O79	6	10	1	H27	2.98	2.4	1020,1200,0.29
O79	6	10	2	H276	2.87	3.35	600,780,0.52
O79	6	10	3	H82	4.5	1.53	840,1020,0.37
O80	9	9	1	H70	0.67	0.34	660,840,0.73
O80	9	9	2	H58	3.78	1.0	840,1020,0.3
O80	9	9	3	H218	2.16	4.06	1080,1260,0.82
O81	2	2	1	H3	0.89	2.47	690,870,0.22
O81	2	2	2	H177	1.81	4.53	720,900,0.53
O81	2	2	3	H226	3.85	5.16	570,750,0.87
O82	8	9	1	H219	2.39	4.91	540,720,0.55
O82	8	9	2	H135	3.59	5.48	690,870,0.32
O82	8	9	3	H150	0.64	4.69	570,750,0.35
O83	3	6	1	H299	4.24	3.56	690,870,0.5
O83	3	6	2	H214	1.55	2.97	900,1080,0.98
O83	3	6	3	H299	4.24	3.56	690,870,0.5
O84	10	1	1	H45	1.06	5.63	870,1050,0.62
O84	10	1	2	H287	0.73	4.4	1050,1230,0.86
O84	10	1	3	H124	0.29	5.53	1020,1200,0.4
O85	2	9	1	H82	4.5	1.53	840,1020,0.37
O85	2	9	2	H29	4.54	2.71	870,1050,0.73
O85	2	9	3	H164	1.83	5.11	1080,1260,0.69
O86	1	10	1	H132	2.48	3.44	690,870,0.55
O86	1	10	2	H191	1.17	2.87	570,750,0.47
O86	1	10	3	H94	2.2	5.37	630,810,0.25
O87	7	3	1	H111	1.44	0.85	630,810,0.54
O87	7	3	2	H7	5.63	0.86	690,870,0.49
O87	7	3	3	H187	1.47	3.91	870,1050,0.4
O88	8	4	1	H198	1.99	4.03	1080,1260,0.5
O88	8	4	2	H262	1.21	0.15	960,1140,0.26
O88	8	4	3	H61	3.29	1.7	600,780,0.23
O89	5	2	1	H234	0.1	0.28	1050,1230,0.91
O89	5	2	2	H68	4.22	1.82	1050,1230,0.65
O89	5	2	3	H157	4.8	3.39	870,1050,0.26
O90	8	4	1	H128	1.38	4.56	900,1080,0.3
O90	8	4	2	H89	3.85	0.66	660,840,0.87
O90	8	4	3	H46	2.45	3.57	1080,1260,0.38
O91	3	3	1	H48	2.44	4.56	1080,1260,0.64
O91	3	3	2	H111	1.44	0.85	630,810,0.54
O91	3	3	3	H226	3.85	5.16	570,750,0.87
O92	5	2	1	H141	3.44	2.29	630,810,0.34
O92	5	2	2	H135	3.59	5.48	690,870,0.32
O92	5	2	3	H232	2.18	3.93	870,1050,0.94
O93	7	10	1	H11	4.05	0.69	660,840,0.54
O93	7	10	2	H149	4.33	5.62	1080,1260,0.55
O93	7	10	3	H272	1.91	0.89	1080,1260,0.67
O94	2	3	1	H107	4.41	3.61	570,750,0.63
O94	2	3	2	H232	2.18	3.93	870,1050,0.94
O94	2	3	3	H132	2.48	3.44	690,870,0.55
O95	6	4	1	H25	4.65	4.68	660,840,0.22
O95	6	4	2	H104	2.22	0.38	690,870,0.46
O95	6	4	3	H98	5.8	0.16	600,780,0.37
O96	7	1	1	H135	3.59	5.48	690,870,0.32
O96	7	1	2	H142	2.91	0.34	870,1050,0.24
O96	7	1	3	H284	5.77	4.08	690,870,0.59
O97	8	9	1	H177	1.81	4.53	720,900,0.53
O97	8	9	2	H86	4.3	1.55	1050,1230,0.55
O97	8	9	3	H266	2.28	4.61	840,1020,0.93
O98	5	6	1	H100	4.21	3.56	1050,1230,0.69
O98	5	6	2	H103	5.3	1.46	1020,1200,0.73
O98	5	6	3	H287	0.73	4.4	1050,1230,0.86
O99	8	5	1	H84	2.04	0.99	720,900,0.39
O99	8	5	2	H278	1.28	1.36	600,780,0.85
O99	8	5	3	H149	4.33	5.62	1080,1260,0.55
O100	4	10	1	H162	2.92	3.93	1080,1260,0.36
O100	4	10	2	H102	1.22	5.5	900,1080,0.9
O100	4	10	3	H237	0.34	0.75	1080,1260,0.89
