NUM_VEHICLES	TRUCK_COST	TRUCK_SPEED	KM_COST	X_DEPOT	Y_DEPOT	TW_E	TW_L
10	50	42	84	3.1	3.01	570	1320

LOCKER_ID	X	Y	AV_CAPAC.

SHOP_ID	X	Y	TW_E1	TW_L1	TW_E2	TW_L2	AV_CAPAC.

ORDER_ID	WEIGHT	VOLUME	PRIORITY	DP_ID	X	Y	TW_PROBABILITIES
O1	5	9	1	H28	2.21	2.55	870,1050,0.4
O1	5	9	2	H202	1.8	2.87	1080,1260,0.92
O1	5	9	3	H289	1.73	4.37	840,1020,0.3
O2	7	4	1	H103	0.56	5.41	870,1050,0.31
O2	7	4	2	H12	3.34	5.1	1020,1200,0.41
O2	7	4	3	H133	5.99	4.58	840,1020,0.9
O3	10	2	1	H136	1.44	5.02	600,780,0.54
O3	10	2	2	H3	5.88	4.47	1050,1230,0.55
O3	10	2	3	H87	0.1	3.86	1050,1230,0.88
O4	4	9	1	H283	4.07	4.92	600,780,0.65
O4	4	9	2	H221	3.74	2.11	540,720,0.95
O4	4	9	3	H159	0.12	3.83	1080,1260,0.98
O5	10	9	1	H20	2.26	5.73	1050,1230,0.55
O5	10	9	2	H182	5.83	0.72	1050,1230,0.47
O5	10	9	3	H172	1.89	2.05	1050,1230,0.94
O6	9	10	1	H169	4.28	2.26	660,840,0.94
O6	9	10	2	H175	0.52	5.23	630,810,0.52
O6	9	10	3	H200	1.75	3.65	840,1020,0.9
O7	6	4	1	H81	2.62	5.33	660,840,0.98
O7	6	4	2	H221	3.74	2.11	540,720,0.95
O7	6	4	3	H201	4.62	0.42	690,870,0.65
O8	3	5	1	H237	0.54	0.16	1050,1230,0.23
O8	3	5	2	H29	2.5	2.62	870,1050,0.58
O8	3	5	3	H15	0.88	1.16	900,1080,0.73
O9	2	10	1	H145	1.76	1.53	600,780,0.57
O9	2	10	2	H28	2.21	2.55	870,1050,0.4
O9	2	10	3	H37	5.29	0.58	1050,1230,0.83
O10	9	2	1	H4	3.66	4.11	1020,1200,0.26
O10	9	2	2	H282	5.65	1.71	630,810,0.4
O10	9	2	3	H170	1.81	3.95	900,1080,0.85
O11	6	5	1	H126	5.93	3.76	1050,1230,0.43
O11	6	5	2	H218	1.33	1.47	540,720,0.94
O11	6	5	3	H6	5.18	2.62	840,1020,0.86
O12	1	1	1	H125	0.47	5.22	870,1050,0.82
O12	1	1	2	H155	5.63	4.52	720,900,0.78
O12	1	1	3	H84	0.23	4.98	540,720,0.61
O13	5	3	1	H130	4.98	3.92	690,870,0.22
O13	5	3	2	H231	2.77	5.77	720,900,0.83
O13	5	3	3	H64	4.6	5.6	1080,1260,0.39
O14	1	7	1	H175	0.52	5.23	630,810,0.52
O14	1	7	2	H52	0.08	1.48	1080,1260,0.44
O14	1	7	3	H149	2.79	2.18	840,1020,0.83
O15	8	9	1	H127	2.51	5.11	1050,1230,0.59
O15	8	9	2	H3	5.88	4.47	1050,1230,0.55
O15	8	9	3	H18	3.88	5.63	600,780,0.92
O16	2	5	1	H32	0.16	3.9	1080,1260,0.26
O16	2	5	2	H101	5.09	5.6	840,1020,0.99
O16	2	5	3	H295	3.5	0.46	600,780,0.6
O17	9	4	1	H287	3.95	1.58	1050,1230,0.35
O17	9	4	2	H278	2.27	5.81	960,1140,0.58
O17	9	4	3	H57	5.21	2.04	720,900,0.72
O18	10	5	1	H69	0.78	5.43	570,750,0.91
O18	10	5	2	H92	4.75	2.33	900,1080,0.8
O18	10	5	3	H192	0.67	4.48	660,840,0.9
O19	6	8	1	H186	1.63	1.96	570,750,0.79
O19	6	8	2	H37	5.29	0.58	1050,1230,0.83
O19	6	8	3	H136	1.44	5.02	600,780,0.54
O20	8	9	1	H46	3.38	0.9	720,900,0.8
O20	8	9	2	H114	5.92	1.82	540,720,0.53
O20	8	9	3	H199	2.8	4.58	1080,1260,0.88
O21	7	3	1	H78	1.42	1.39	630,810,0.7
O21	7	3	2	H42	3.08	2.2	840,1020,0.33
O21	7	3	3	H148	1.23	1.65	540,720,0.35
O22	9	8	1	H291	2.63	3.36	720,900,0.22
O22	9	8	2	H14	5.18	3.1	630,810,0.74
O22	9	8	3	H147	5.34	2.23	540,720,0.57
O23	3	10	1	H250	4.56	0.22	660,840,0.73
O23	3	10	2	H180	5.54	3.63	540,720,0.73
O23	3	10	3	H40	2.32	4.17	840,1020,0.97
O24	9	10	1	H216	0.93	2.39	870,1050,0.68
O24	9	10	2	H255	4.64	0.96	690,870,0.67
O24	9	10	3	H175	0.52	5.23	630,810,0.52
O25	6	3	1	H95	5.41	2.57	660,840,0.37
O25	6	3	2	H22	1.12	4.14	1080,1260,0.8
O25	6	3	3	H129	2.85	0.53	1020,1200,0.45
O26	9	5	1	H108	2.47	2.64	690,870,0.58
O26	9	5	2	H161	2.18	4.09	690,870,0.79
O26	9	5	3	H75	5.41	2.52	900,1080,0.48
O27	1	9	1	H169	4.28	2.26	660,840,0.94
O27	1	9	2	H17	0.51	4.15	1080,1260,0.26
O27	1	9	3	H262	0.25	0.81	690,870,0.39
O28	8	6	1	H229	5.82	2.19	1020,1200,0.4
O28	8	6	2	H119	4.55	4.87	570,750,0.32
O28	8	6	3	H114	5.92	1.82	540,720,0.53
O29	2	8	1	H271	5.21	4.78	840,1020,0.66
O29	2	8	2	H219	5.2	0.54	870,1050,0.2
O29	2	8	3	H47	4.39	0.06	690,870,0.75
O30	7	3	1	H158	0.02	0.07	1050,1230,0.93
O30	7	3	2	H66	5.3	3.49	540,720,0.76
O30	7	3	3	H104	4.17	0.27	1050,1230,0.44
O31	6	4	1	H272	3.8	5.8	660,840,0.86
O31	6	4	2	H59	4.48	1.36	630,810,0.79
O31	6	4	3	H133	5.99	4.58	840,1020,0.9
O32	5	6	1	H164	1.94	4.77	630,810,0.59
O32	5	6	2	H228	4.47	4.1	1020,1200,0.77
O32	5	6	3	H135	0.1	1.69	720,900,0.68
O33	3	1	1	H288	1.86	1.33	600,780,0.78
O33	3	1	2	H153	0.72	3.86	630,810,0.45
O33	3	1	3	H121	1.47	2.17	570,750,0.81
O34	6	3	1	H138	3.93	2.01	1080,1260,0.52
O34	6	3	2	H30	5.55	0.57	540,720,0.67
O34	6	3	3	H265	1.35	2.62	690,870,0.65
O35	3	1	1	H32	0.16	3.9	1080,1260,0.26
O35	3	1	2	H188	5.99	1.52	720,900,0.54
O35	3	1	3	H3	5.88	4.47	1050,1230,0.55
O36	4	10	1	H156	2.91	5.72	630,810,0.86
O36	4	10	2	H31	3.91	3.32	570,750,0.75
O36	4	10	3	H179	3.57	4.21	600,780,0.65
O37	1	9	1	H13	5.16	3.63	600,780,0.34
O37	1	9	2	H116	3.52	1.8	840,1020,0.28
O37	1	9	3	H167	1.06	1.16	540,720,0.44
O38	6	7	1	H216	0.93	2.39	870,1050,0.68
O38	6	7	2	H205	3.06	1.43	630,810,0.61
O38	6	7	3	H294	2.82	0.65	1050,1230,0.85
O39	7	4	1	H258	1.87	3.25	600,780,0.49
O39	7	4	2	H79	1.5	3.66	600,780,0.99
O39	7	4	3	H211	4.94	5.09	690,870,0.52
O40	8	8	1	H87	0.1	3.86	1050,1230,0.88
O40	8	8	2	H237	0.54	0.16	1050,1230,0.23
O40	8	8	3	H282	5.65	1.71	630,810,0.4
O41	5	9	1	H58	4.9	5.89	1050,1230,0.4
O41	5	9	2	H183	4.23	5.43	570,750,0.86
O41	5	9	3	H47	4.39	0.06	690,870,0.75
O42	10	7	1	H4	3.66	4.11	1020,1200,0.26
O42	10	7	2	H81	2.62	5.33	660,840,0.98
O42	10	7	3	H254	4.29	2.04	960,1140,0.65
O43	7	4	1	H192	0.67	4.48	660,840,0.9
O43	7	4	2	H45	0.04	1.73	720,900,0.66
O43	7	4	3	H76	1.12	2.37	900,1080,0.54
O44	7	2	1	H134	0.85	1.45	630,810,0.42
O44	7	2	2	H235	2.08	3.61	600,780,0.94
O44	7	2	3	H260	4.51	4.31	570,750,0.42
O45	9	2	1	H226	0.2	1.28	840,1020,0.47
O45	9	2	2	H95	5.41	2.57	660,840,0.37
O45	9	2	3	H182	5.83	0.72	1050,1230,0.47
O46	3	9	1	H235	2.08	3.61	600,780,0.94
O46	3	9	2	H291	2.63	3.36	720,900,0.22
O46	3	9	3	H9	2.64	4.44	1080,1260,0.27
O47	4	5	1	H288	1.86	1.33	600,780,0.78
O47	4	5	2	H230	1.56	1.13	960,1140,0.76
O47	4	5	3	H48	5.2	1.38	540,720,0.66
O48	2	3	1	H137	1.71	5.21	600,780,0.65
O48	2	3	2	H115	1.4	0.01	600,780,0.42
O48	2	3	3	H35	2.07	5.73	540,720,0.71
O49	4	8	1	H272	3.8	5.8	660,840,0.86
O49	4	8	2	H111	3.53	3.71	540,720,0.44
O49	4	8	3	H226	0.2	1.28	840,1020,0.47
O50	5	8	1	H66	5.3	3.49	540,720,0.76
O50	5	8	2	H134	0.85	1.45	630,810,0.42
O50	5	8	3	H193	2.05	4.12	960,1140,0.87
O51	4	5	1	H267	0.89	3.89	690,870,0.78
O51	4	5	2	H3	5.88	4.47	1050,1230,0.55
O51	4	5	3	H44	3.39	1.59	1080,1260,0.25
O52	7	6	1	H177	3.96	2.95	1020,1200,0.61
O52	7	6	2	H17	0.51	4.15	1080,1260,0.26
O52	7	6	3	H39	2.09	2.57	660,840,0.21
O53	8	8	1	H121	1.47	2.17	570,750,0.81
O53	8	8	2	H6	5.18	2.62	840,1020,0.86
O53	8	8	3	H20	2.26	5.73	1050,1230,0.55
O54	5	8	1	H200	1.75	3.65	840,1020,0.9
O54	5	8	2	H20	2.26	5.73	1050,1230,0.55
O54	5	8	3	H282	5.65	1.71	630,810,0.4
O55	7	2	1	H116	3.52	1.8	840,1020,0.28
O55	7	2	2	H288	1.86	1.33	600,780,0.78
O55	7	2	3	H112	5.8	4.93	900,1080,0.46
O56	5	2	1	H270	3.4	3.57	600,780,0.82
O56	5	2	2	H300	1.02	2.86	870,1050,0.2
O56	5	2	3	H172	1.89	2.05	1050,1230,0.94
O57	3	9	1	H75	5.41	2.52	900,1080,0.48
O57	3	9	2	H140	2.2	4.26	570,750,0.94
O57	3	9	3	H111	3.53	3.71	540,720,0.44
O58	3	7	1	H88	0.75	0.84	870,1050,0.41
O58	3	7	2	H229	5.82	2.19	1020,1200,0.4
