NUM_VEHICLES	TRUCK_COST	TRUCK_SPEED	KM_COST	X_DEPOT	Y_DEPOT	TW_E	TW_L
10	71	57	86	3.05	3.1	540	1320

LOCKER_ID	X	Y	AV_CAPAC.

SHOP_ID	X	Y	TW_E1	TW_L1	TW_E2	TW_L2	AV_CAPAC.

ORDER_ID	WEIGHT	VOLUME	PRIORITY	DP_ID	X	Y	TW_PROBABILITIES
O1	6	6	1	H35	0.23	1.54	600,780,0.24
O1	6	6	2	H175	5.75	0.3	1050,1230,0.94
O1	6	6	3	H256	4.1	5.2	900,1080,0.3
O2	2	6	1	H291	1.99	3.29	1080,1260,0.39
O2	2	6	2	H50	2.68	1.37	600,780,0.48
O2	2	6	3	H120	3.33	0.66	600,780,0.41
O3	6	5	1	H36	0.12	5.75	570,750,0.36
O3	6	5	2	H248	0.08	2.86	960,1140,0.76
O3	6	5	3	H215	2.74	2.19	1020,1200,0.86
O4	2	5	1	H195	0.9	2.55	1050,1230,0.91
O4	2	5	2	H115	0.36	2.54	600,780,0.89
O4	2	5	3	H42	3.19	4.7	960,1140,0.33
O5	10	10	1	H171	3.17	0.51	870,1050,0.31
O5	10	10	2	H273	0.02	4.35	570,750,0.24
O5	10	10	3	H200	4.28	2.32	720,900,0.5
O6	7	3	1	H145	3.86	5.99	600,780,0.27
O6	7	3	2	H94	5.22	5.79	1080,1260,0.31
O6	7	3	3	H189	4.79	1.65	1020,1200,0.27
O7	2	1	1	H230	2.26	3.14	660,840,0.87
O7	2	1	2	H77	0.25	3.37	1020,1200,0.63
O7	2	1	3	H261	5.62	5.13	570,750,0.42
O8	9	1	1	H86	1.17	4.77	720,900,0.24
O8	9	1	2	H66	0.61	2.25	540,720,0.94
O8	9	1	3	H224	4.38	2.63	630,810,0.34
O9	7	2	1	H190	2.2	2.84	1050,1230,0.74
O9	7	2	2	H198	2.14	3.33	600,780,0.26
O9	7	2	3	H237	0.65	3.6	540,720,0.54
O10	7	7	1	H105	1.17	4.59	570,750,0.35
O10	7	7	2	H133	0.2	1.28	630,810,0.71
O10	7	7	3	H160	3.01	2.84	570,750,0.28
O11	9	10	1	H194	0.02	5.94	660,840,0.24
O11	9	10	2	H66	0.61	2.25	540,720,0.94
O11	9	10	3	H200	4.28	2.32	720,900,0.5
O12	4	1	1	H70	0.54	0.01	540,720,0.69
O12	4	1	2	H284	5.44	2.45	870,1050,0.67
O12	4	1	3	H215	2.74	2.19	1020,1200,0.86
O13	4	4	1	H189	4.79	1.65	1020,1200,0.27
O13	4	4	2	H229	2.99	1.43	960,1140,0.76
O13	4	4	3	H47	0.42	5.91	690,870,0.33
O14	3	10	1	H2	3.84	5.43	690,870,0.96
O14	3	10	2	H235	0.1	3.69	570,750,0.22
O14	3	10	3	H167	1.8	2.81	870,1050,0.73
O15	7	10	1	H44	4.48	3.53	960,1140,0.47
O15	7	10	2	H160	3.01	2.84	570,750,0.28
O15	7	10	3	H76	2.18	0.46	900,1080,0.72
O16	5	3	1	H220	5.87	2.09	570,750,0.79
O16	5	3	2	H34	5.19	0.87	900,1080,0.76
O16	5	3	3	H59	3.32	0.14	600,780,0.32
O17	6	9	1	H147	5.5	4.61	870,1050,0.94
O17	6	9	2	H163	4.15	4.11	690,870,0.44
O17	6	9	3	H225	0.23	5.21	1050,1230,0.27
O18	2	5	1	H151	3.79	1.34	1020,1200,0.63
O18	2	5	2	H18	3.88	2.89	600,780,0.93
O18	2	5	3	H40	3.7	3.37	540,720,0.31
O19	10	9	1	H60	2.51	3.19	540,720,0.68
O19	10	9	2	H272	5.59	5.55	1020,1200,0.38
O19	10	9	3	H72	2.37	0.93	690,870,0.59
O20	9	6	1	H163	4.15	4.11	690,870,0.44
O20	9	6	2	H135	1.01	4.98	600,780,0.3
O20	9	6	3	H13	0.78	2.53	870,1050,0.47
O21	4	6	1	H181	2.8	3.78	1020,1200,0.23
O21	4	6	2	H284	5.44	2.45	870,1050,0.67
O21	4	6	3	H69	1.05	3.0	1020,1200,0.47
O22	7	6	1	H35	0.23	1.54	600,780,0.24
O22	7	6	2	H162	3.36	0.21	900,1080,0.22
O22	7	6	3	H135	1.01	4.98	600,780,0.3
O23	2	1	1	H2	3.84	5.43	690,870,0.96
O23	2	1	2	H108	0.11	2.94	660,840,0.95
O23	2	1	3	H44	4.48	3.53	960,1140,0.47
O24	2	8	1	H82	2.8	1.55	600,780,0.98
O24	2	8	2	H214	0.59	0.91	1080,1260,0.57
O24	2	8	3	H209	0.19	2.94	690,870,0.59
O25	3	6	1	H36	0.12	5.75	570,750,0.36
O25	3	6	2	H112	1.06	3.46	960,1140,0.46
O25	3	6	3	H196	5.31	5.82	660,840,0.33
O26	4	8	1	H26	3.48	3.49	540,720,0.48
O26	4	8	2	H85	3.65	1.31	1050,1230,0.72
O26	4	8	3	H209	0.19	2.94	690,870,0.59
O27	9	9	1	H226	0.17	0.55	540,720,0.22
O27	9	9	2	H241	3.7	1.35	690,870,0.82
O27	9	9	3	H41	2.08	5.42	540,720,0.71
O28	1	4	1	H79	3.37	5.91	840,1020,0.91
O28	1	4	2	H228	5.58	4.95	870,1050,0.54
O28	1	4	3	H120	3.33	0.66	600,780,0.41
O29	8	2	1	H126	4.03	3.92	630,810,0.4
O29	8	2	2	H3	1.21	5.48	870,1050,0.48
O29	8	2	3	H266	5.5	1.15	840,1020,0.21
O30	3	4	1	H168	2.45	3.25	540,720,0.91
O30	3	4	2	H118	3.62	1.57	660,840,0.45
O30	3	4	3	H49	0.01	2.38	900,1080,0.78
O31	6	3	1	H190	2.2	2.84	1050,1230,0.74
O31	6	3	2	H269	3.47	3.83	840,1020,0.55
O31	6	3	3	H249	0.39	2.76	1020,1200,0.5
O32	5	6	1	H224	4.38	2.63	630,810,0.34
O32	5	6	2	H97	0.32	0.41	630,810,0.84
O32	5	6	3	H234	0.53	0.03	660,840,0.5
O33	9	4	1	H218	2.7	2.45	570,750,0.65
O33	9	4	2	H151	3.79	1.34	1020,1200,0.63
O33	9	4	3	H12	3.36	1.09	1020,1200,0.99
O34	9	9	1	H39	4.41	0.19	660,840,0.3
O34	9	9	2	H57	0.69	1.31	1020,1200,0.86
O34	9	9	3	H116	2.69	1.09	1080,1260,0.36
O35	7	8	1	H291	1.99	3.29	1080,1260,0.39
O35	7	8	2	H141	5.65	2.97	690,870,0.61
O35	7	8	3	H31	5.1	0.47	1050,1230,0.64
O36	6	3	1	H58	5.61	2.27	720,900,0.66
O36	6	3	2	H48	0.75	5.66	630,810,0.44
O36	6	3	3	H168	2.45	3.25	540,720,0.91
O37	3	8	1	H38	1.42	5.5	1020,1200,0.69
O37	3	8	2	H259	0.9	3.41	660,840,0.48
O37	3	8	3	H161	2.65	0.92	660,840,0.54
O38	6	4	1	H60	2.51	3.19	540,720,0.68
O38	6	4	2	H110	2.41	3.22	960,1140,0.46
O38	6	4	3	H30	5.65	5.32	600,780,0.66
O39	9	4	1	H251	0.06	4.43	1080,1260,0.91
O39	9	4	2	H252	2.04	1.76	660,840,0.44
O39	9	4	3	H293	0.17	1.47	840,1020,0.39
