NUM_VEHICLES	TRUCK_COST	TRUCK_SPEED	KM_COST	X_DEPOT	Y_DEPOT	TW_E	TW_L
10	67	57	85	3.0	3.12	600	1260

LOCKER_ID	X	Y	AV_CAPAC.

SHOP_ID	X	Y	TW_E1	TW_L1	TW_E2	TW_L2	AV_CAPAC.

ORDER_ID	WEIGHT	VOLUME	PRIORITY	DP_ID	X	Y	TW_PROBABILITIES
O1	10	5	1	H49	0.56	1.49	870,1050,0.51
O1	10	5	2	H214	3.39	5.78	570,750,0.76
O1	10	5	3	H191	1.06	2.43	840,1020,0.47
O2	7	4	1	H250	5.45	5.07	690,870,0.86
O2	7	4	2	H72	2.99	5.6	660,840,0.49
O2	7	4	3	H6	0.92	3.18	660,840,0.79
O3	9	8	1	H261	2.64	2.35	720,900,0.22
O3	9	8	2	H130	4.35	0.32	600,780,0.94
O3	9	8	3	H141	3.07	1.56	540,720,0.84
O4	5	3	1	H231	1.5	0.37	630,810,0.71
O4	5	3	2	H94	5.54	0.32	630,810,0.43
O4	5	3	3	H190	0.43	2.53	570,750,0.33
O5	6	7	1	H283	1.69	5.84	870,1050,0.6
O5	6	7	2	H269	0.07	4.93	1020,1200,0.3
O5	6	7	3	H28	4.4	5.23	870,1050,0.55
O6	8	5	1	H103	3.91	5.66	720,900,0.76
O6	8	5	2	H226	3.87	0.45	660,840,0.29
O6	8	5	3	H271	2.36	2.73	660,840,0.78
O7	3	6	1	H298	3.31	2.04	570,750,0.66
O7	3	6	2	H45	1.9	2.57	570,750,0.49
O7	3	6	3	H33	2.85	1.11	720,900,0.6
O8	9	1	1	H8	3.13	0.78	630,810,0.46
O8	9	1	2	H58	4.72	0.13	960,1140,0.73
O8	9	1	3	H131	3.91	1.36	1020,1200,0.5
O9	8	4	1	H218	2.27	0.59	630,810,0.33
O9	8	4	2	H4	2.82	1.29	870,1050,0.37
O9	8	4	3	H284	5.2	3.36	1050,1230,0.41
O10	7	1	1	H253	5.55	4.42	840,1020,0.57
O10	7	1	2	H188	5.65	0.17	1050,1230,0.4
O10	7	1	3	H46	2.04	1.32	1050,1230,0.53
O11	1	8	1	H9	3.82	1.43	1050,1230,0.82
O11	1	8	2	H115	3.7	2.18	570,750,0.63
O11	1	8	3	H26	2.64	3.37	900,1080,0.46
O12	9	5	1	H258	5.39	2.6	570,750,0.97
O12	9	5	2	H58	4.72	0.13	960,1140,0.73
O12	9	5	3	H176	5.91	5.16	570,750,0.54
O13	1	10	1	H179	0.36	1.46	900,1080,0.23
O13	1	10	2	H53	0.27	2.36	840,1020,0.24
O13	1	10	3	H236	3.36	1.13	1020,1200,0.76
O14	2	4	1	H53	0.27	2.36	840,1020,0.24
