NUM_VEHICLES	TRUCK_COST	TRUCK_SPEED	KM_COST	X_DEPOT	Y_DEPOT	TW_E	TW_L
10	75	46	73	3.21	3.13	570	1320

LOCKER_ID	X	Y	AV_CAPAC.

SHOP_ID	X	Y	TW_E1	TW_L1	TW_E2	TW_L2	AV_CAPAC.

ORDER_ID	WEIGHT	VOLUME	PRIORITY	DP_ID	X	Y	TW_PROBABILITIES
O1	3	1	1	H9	3.56	4.04	660,840,0.66
O1	3	1	2	H230	0.24	2.94	870,1050,0.71
O1	3	1	3	H261	1.21	3.53	690,870,0.9
O2	9	1	1	H24	4.74	5.71	630,810,0.66
O2	9	1	2	H32	2.92	4.1	600,780,0.89
O2	9	1	3	H73	1.61	0.84	960,1140,0.35
O3	7	2	1	H26	1.11	2.15	630,810,0.59
O3	7	2	2	H104	3.34	1.51	1080,1260,0.64
O3	7	2	3	H145	4.39	5.73	660,840,0.47
O4	8	10	1	H275	2.45	4.8	660,840,0.8
O4	8	10	2	H45	1.87	5.41	1050,1230,0.7
O4	8	10	3	H123	2.19	3.25	870,1050,0.77
O5	3	2	1	H129	3.69	3.84	720,900,0.47
O5	3	2	2	H127	3.22	2.53	1020,1200,0.51
O5	3	2	3	H284	4.6	3.75	1050,1230,0.45
O6	1	9	1	H35	5.19	3.85	900,1080,0.98
O6	1	9	2	H300	5.11	4.63	600,780,0.53
O6	1	9	3	H296	4.43	1.45	570,750,0.34
O7	3	7	1	H226	1.98	5.56	840,1020,0.75
O7	3	7	2	H295	5.24	4.2	1050,1230,0.94
O7	3	7	3	H115	1.98	4.97	660,840,0.46
O8	10	9	1	H114	2.74	3.7	570,750,0.81
O8	10	9	2	H143	3.28	5.29	960,1140,0.44
O8	10	9	3	H39	1.35	0.58	660,840,0.53
O9	4	2	1	H100	0.58	1.34	600,780,0.86
O9	4	2	2	H246	5.79	4.53	570,750,0.95
O9	4	2	3	H134	2.78	5.97	600,780,0.38
O10	2	2	1	H78	1.95	2.52	540,720,0.21
O10	2	2	2	H236	5.82	5.93	1050,1230,0.34
O10	2	2	3	H277	5.48	5.18	540,720,0.6
O11	9	2	1	H143	3.28	5.29	960,1140,0.44
O11	9	2	2	H99	4.62	3.79	540,720,0.93
O11	9	2	3	H6	4.82	2.02	870,1050,0.87
O12	2	3	1	H100	0.58	1.34	600,780,0.86
O12	2	3	2	H158	3.78	3.8	720,900,0.58
O12	2	3	3	H172	0.7	5.63	1020,1200,0.85
O13	6	4	1	H171	2.01	3.66	960,1140,0.78
O13	6	4	2	H31	2.25	1.36	690,870,0.3
O13	6	4	3	H186	3.99	4.71	690,870,0.53
O14	4	5	1	H61	1.42	0.6	900,1080,0.49
O14	4	5	2	H241	2.5	1.28	720,900,0.25
O14	4	5	3	H264	4.41	0.46	840,1020,0.27
O15	8	7	1	H261	1.21	3.53	690,870,0.9
O15	8	7	2	H279	3.82	0.34	540,720,0.64
O15	8	7	3	H278	3.64	2.24	630,810,0.6
O16	7	9	1	H146	2.88	1.41	1050,1230,0.5
O16	7	9	2	H6	4.82	2.02	870,1050,0.87
O16	7	9	3	H87	3.98	0.58	840,1020,0.81
O17	1	9	1	H83	5.32	5.46	570,750,0.56
O17	1	9	2	H134	2.78	5.97	600,780,0.38
O17	1	9	3	H114	2.74	3.7	570,750,0.81
O18	5	7	1	H279	3.82	0.34	540,720,0.64
O18	5	7	2	H267	4.88	4.24	570,750,0.26
O18	5	7	3	H48	5.31	0.75	1020,1200,0.73
O19	3	2	1	H91	5.55	0.87	840,1020,0.2
O19	3	2	2	H132	0.88	4.67	570,750,0.8
O19	3	2	3	H161	5.82	5.78	1050,1230,0.72
O20	8	5	1	H62	1.8	4.11	540,720,0.69
O20	8	5	2	H88	3.11	0.77	1020,1200,0.47
O20	8	5	3	H285	4.75	4.92	1020,1200,0.4
O21	6	6	1	H42	0.19	2.14	540,720,0.28
O21	6	6	2	H138	4.57	1.52	660,840,0.21
O21	6	6	3	H126	2.66	2.77	720,900,0.48
O22	10	5	1	H148	2.18	3.85	900,1080,0.61
O22	10	5	2	H135	4.05	2.59	870,1050,0.37
O22	10	5	3	H271	4.63	2.51	720,900,0.27
O23	4	5	1	H76	0.8	0.49	900,1080,0.42
O23	4	5	2	H188	4.66	1.91	960,1140,0.89
O23	4	5	3	H10	1.6	0.08	870,1050,0.78
O24	3	4	1	H279	3.82	0.34	540,720,0.64
O24	3	4	2	H128	4.32	4.72	540,720,0.85
O24	3	4	3	H53	0.89	1.0	1050,1230,0.85
