NUM_VEHICLES	TRUCK_COST	TRUCK_SPEED	KM_COST	X_DEPOT	Y_DEPOT	TW_E	TW_L
10	80	60	81	3.06	2.95	540	1260

LOCKER_ID	X	Y	AV_CAPAC.

SHOP_ID	X	Y	TW_E1	TW_L1	TW_E2	TW_L2	AV_CAPAC.

ORDER_ID	WEIGHT	VOLUME	PRIORITY	DP_ID	X	Y	TW_PROBABILITIES
O1	4	5	1	H50	1.06	0.03	720,900,0.98
O1	4	5	2	H261	0.78	4.04	570,750,0.31
O1	4	5	3	H166	1.89	1.54	600,780,0.53
O2	7	7	1	H267	0.47	4.72	570,750,0.39
O2	7	7	2	H264	4.72	3.38	720,900,0.55
O2	7	7	3	H91	2.32	3.32	570,750,0.72
O3	5	8	1	H250	1.15	4.54	1050,1230,0.9
O3	5	8	2	H291	3.24	2.45	1020,1200,0.62
O3	5	8	3	H195	4.14	0.24	600,780,0.64
O4	8	4	1	H125	3.63	3.14	540,720,0.32
O4	8	4	2	H217	2.14	5.71	720,900,0.82
O4	8	4	3	H166	1.89	1.54	600,780,0.53
O5	5	1	1	H287	4.83	0.07	870,1050,0.59
O5	5	1	2	H62	4.58	4.11	840,1020,0.21
O5	5	1	3	H19	4.45	3.97	1020,1200,0.86
O6	1	2	1	H7	2.81	3.51	600,780,0.39
O6	1	2	2	H108	5.58	3.02	960,1140,0.48
O6	1	2	3	H244	2.82	2.31	660,840,0.82
O7	10	1	1	H49	4.52	1.94	660,840,0.37
O7	10	1	2	H139	1.3	0.7	630,810,0.92
O7	10	1	3	H69	3.13	5.24	630,810,0.63
O8	7	2	1	H13	2.31	0.12	1050,1230,0.8
O8	7	2	2	H134	3.14	3.7	1020,1200,0.39
O8	7	2	3	H214	4.12	0.35	870,1050,0.22
O9	2	9	1	H18	5.13	2.45	540,720,0.59
O9	2	9	2	H197	4.11	2.18	690,870,0.46
O9	2	9	3	H280	2.26	4.68	660,840,0.43
O10	5	4	1	H125	3.63	3.14	540,720,0.32
O10	5	4	2	H74	4.63	0.67	720,900,0.93
O10	5	4	3	H143	5.67	5.58	1050,1230,0.86
O11	9	3	1	H292	0.02	2.39	570,750,0.74
