NUM_VEHICLES	TRUCK_COST	TRUCK_SPEED	KM_COST	X_DEPOT	Y_DEPOT	TW_E	TW_L
10	58	47	81	2.76	3.29	540	1290

LOCKER_ID	X	Y	AV_CAPAC.

SHOP_ID	X	Y	TW_E1	TW_L1	TW_E2	TW_L2	AV_CAPAC.

ORDER_ID	WEIGHT	VOLUME	PRIORITY	DP_ID	X	Y	TW_PROBABILITIES
O1	7	4	1	H81	0.27	0.44	900,1080,0.38
O1	7	4	2	H204	2.87	5.61	600,780,0.89
O1	7	4	3	H195	1.97	1.45	960,1140,0.41
O2	8	3	1	H67	5.59	1.88	540,720,0.39
O2	8	3	2	H29	4.58	4.2	690,870,0.54
O2	8	3	3	H246	3.82	2.55	1020,1200,0.71
O3	1	5	1	H80	0.6	0.69	600,780,0.35
O3	1	5	2	H243	3.11	2.21	900,1080,0.41
O3	1	5	3	H208	1.53	4.7	720,900,0.44
O4	3	1	1	H84	3.45	5.08	540,720,0.28
O4	3	1	2	H46	3.51	0.37	690,870,0.61
O4	3	1	3	H100	4.71	5.73	870,1050,0.52
O5	2	3	1	H3	2.98	4.24	570,750,0.7
O5	2	3	2	H125	1.35	2.98	570,750,0.58
O5	2	3	3	H13	3.57	4.27	840,1020,0.96
O6	10	2	1	H16	1.37	2.79	840,1020,0.37
O6	10	2	2	H291	1.7	5.08	540,720,0.46
O6	10	2	3	H261	2.51	4.5	570,750,0.73
O7	4	8	1	H114	3.06	2.49	900,1080,0.43
O7	4	8	2	H115	5.51	5.53	570,750,0.68
O7	4	8	3	H201	0.58	1.22	660,840,0.57
O8	5	9	1	H122	0.96	0.28	960,1140,0.8
O8	5	9	2	H139	0.35	2.55	1050,1230,0.27
O8	5	9	3	H4	1.52	4.51	690,870,0.85
O9	9	8	1	H289	1.34	0.44	570,750,0.56
O9	9	8	2	H118	2.94	1.52	960,1140,0.98
O9	9	8	3	H143	5.56	0.12	600,780,0.7
O10	5	5	1	H241	3.09	5.97	570,750,0.87
O10	5	5	2	H173	4.68	0.2	630,810,0.89
O10	5	5	3	H217	2.8	5.21	720,900,0.4
O11	3	1	1	H135	2.01	4.76	660,840,0.69
O11	3	1	2	H194	0.61	0.97	600,780,0.63
O11	3	1	3	H272	0.94	5.27	1080,1260,0.56
O12	10	4	1	H296	2.93	3.53	540,720,0.26
O12	10	4	2	H67	5.59	1.88	540,720,0.39
O12	10	4	3	H180	4.45	1.56	840,1020,0.46
O13	8	9	1	H116	5.78	4.56	1050,1230,0.79
O13	8	9	2	H88	0.76	1.31	630,810,0.27
O13	8	9	3	H269	3.72	4.33	600,780,0.42
O14	9	4	1	H66	3.1	1.57	1020,1200,0.89
O14	9	4	2	H82	3.78	4.42	570,750,0.67
O14	9	4	3	H71	4.96	0.94	690,870,0.59
O15	1	3	1	H139	0.35	2.55	1050,1230,0.27
O15	1	3	2	H251	3.38	0.79	540,720,0.48
O15	1	3	3	H2	5.86	2.53	1020,1200,0.65
O16	2	4	1	H116	5.78	4.56	1050,1230,0.79
O16	2	4	2	H10	0.86	5.72	870,1050,0.53
O16	2	4	3	H166	2.31	0.7	690,870,0.3
O17	7	4	1	H207	3.16	4.83	690,870,0.41
O17	7	4	2	H92	1.65	2.47	570,750,0.24
O17	7	4	3	H70	1.11	4.92	1020,1200,0.54
O18	5	2	1	H290	5.8	4.87	840,1020,0.62
O18	5	2	2	H216	5.11	3.95	900,1080,0.98
O18	5	2	3	H179	0.33	1.74	1020,1200,0.5
O19	1	4	1	H220	0.28	2.56	690,870,0.61
O19	1	4	2	H155	1.56	4.78	1080,1260,0.57
O19	1	4	3	H210	2.29	4.09	690,870,0.4
O20	10	5	1	H208	1.53	4.7	720,900,0.44
O20	10	5	2	H281	1.27	1.41	630,810,0.62
O20	10	5	3	H45	5.39	3.74	1020,1200,0.78
O21	1	8	1	H199	0.25	5.47	1080,1260,0.56
O21	1	8	2	H183	4.12	1.15	540,720,0.47
O21	1	8	3	H58	2.49	5.63	870,1050,0.59
O22	2	6	1	H195	1.97	1.45	960,1140,0.41
O22	2	6	2	H122	0.96	0.28	960,1140,0.8
O22	2	6	3	H289	1.34	0.44	570,750,0.56
O23	8	9	1	H216	5.11	3.95	900,1080,0.98
O23	8	9	2	H206	3.36	5.62	1050,1230,0.99
O23	8	9	3	H148	5.61	3.46	630,810,0.67
O24	3	9	1	H156	4.44	3.1	1050,1230,0.59
O24	3	9	2	H203	1.22	1.49	690,870,0.52
O24	3	9	3	H93	3.87	4.8	1080,1260,0.9
O25	6	7	1	H47	0.26	2.79	1020,1200,0.27
O25	6	7	2	H188	1.06	2.3	660,840,0.23
O25	6	7	3	H110	0.98	4.3	840,1020,0.57
O26	2	7	1	H185	2.56	2.18	570,750,0.59
