NUM_VEHICLES	TRUCK_COST	TRUCK_SPEED	KM_COST	X_DEPOT	Y_DEPOT	TW_E	TW_L
10	91	41	88	3.09	3.0	540	1320

LOCKER_ID	X	Y	AV_CAPAC.

SHOP_ID	X	Y	TW_E1	TW_L1	TW_E2	TW_L2	AV_CAPAC.

ORDER_ID	WEIGHT	VOLUME	PRIORITY	DP_ID	X	Y	TW_PROBABILITIES
O1	6	7	1	H26	3.69	4.76	540,720,0.96
O1	6	7	2	H24	3.82	5.28	540,720,0.31
O1	6	7	3	H262	3.1	3.24	540,720,0.92
O2	9	5	1	H146	4.19	0.84	1020,1200,0.3
O2	9	5	2	H300	5.4	0.36	600,780,0.56
O2	9	5	3	H60	5.82	1.26	1020,1200,0.53
O3	10	4	1	H95	4.51	3.49	630,810,0.57
O3	10	4	2	H31	2.39	1.93	600,780,0.63
O3	10	4	3	H23	2.22	4.85	1020,1200,0.97
O4	9	7	1	H233	5.39	5.32	720,900,0.44
O4	9	7	2	H235	3.39	1.06	660,840,0.93
O4	9	7	3	H245	3.48	1.31	570,750,0.26
O5	2	3	1	H89	3.2	4.46	540,720,0.73
O5	2	3	2	H145	3.72	0.75	600,780,1.0
O5	2	3	3	H25	2.33	5.34	960,1140,0.71
O6	10	6	1	H68	3.71	3.46	1020,1200,0.62
O6	10	6	2	H264	3.66	4.72	720,900,0.51
O6	10	6	3	H269	1.59	4.74	630,810,0.38
O7	6	6	1	H217	3.06	2.91	1080,1260,0.7
O7	6	6	2	H229	2.48	3.6	660,840,0.82
O7	6	6	3	H239	4.98	2.37	840,1020,0.84
O8	10	3	1	H180	0.01	1.26	960,1140,0.76
O8	10	3	2	H28	3.73	4.43	1080,1260,0.36
O8	10	3	3	H257	5.77	0.12	840,1020,0.25
O9	7	6	1	H69	0.32	2.81	1080,1260,0.75
O9	7	6	2	H26	3.69	4.76	540,720,0.96
O9	7	6	3	H178	1.2	1.91	840,1020,0.92
O10	2	5	1	H17	5.28	1.2	600,780,0.94
O10	2	5	2	H22	3.27	3.03	690,870,0.98
O10	2	5	3	H91	3.09	2.03	540,720,0.63
O11	7	3	1	H175	2.04	1.85	900,1080,0.38
O11	7	3	2	H158	3.98	5.68	600,780,0.39
O11	7	3	3	H105	3.8	5.15	630,810,0.46
O12	9	7	1	H55	1.13	3.03	960,1140,0.59
O12	9	7	2	H121	1.69	2.98	900,1080,0.46
O12	9	7	3	H45	1.52	3.61	570,750,0.54
O13	10	6	1	H295	5.72	3.84	660,840,0.79
O13	10	6	2	H136	3.33	3.46	1080,1260,0.24
O13	10	6	3	H91	3.09	2.03	540,720,0.63
O14	6	5	1	H160	3.87	0.91	660,840,0.89
O14	6	5	2	H125	1.4	5.58	870,1050,0.42
O14	6	5	3	H262	3.1	3.24	540,720,0.92
O15	5	8	1	H231	0.23	5.93	540,720,0.96
O15	5	8	2	H34	0.7	1.31	840,1020,0.86
O15	5	8	3	H117	4.35	2.84	1050,1230,0.76
O16	9	2	1	H208	1.76	5.71	690,870,0.85
O16	9	2	2	H133	3.76	0.63	900,1080,0.76
O16	9	2	3	H28	3.73	4.43	1080,1260,0.36
O17	4	4	1	H141	1.07	2.99	1050,1230,0.35
O17	4	4	2	H268	1.7	2.45	600,780,0.24
O17	4	4	3	H2	5.12	0.61	630,810,0.39
O18	2	2	1	H50	4.72	5.52	1050,1230,0.56
O18	2	2	2	H166	0.01	4.99	840,1020,0.22
O18	2	2	3	H107	2.74	2.91	660,840,0.21
O19	3	4	1	H270	4.82	2.65	690,870,0.59
O19	3	4	2	H276	0.42	1.57	870,1050,0.81
O19	3	4	3	H98	0.79	5.71	840,1020,0.59
O20	2	7	1	H36	3.52	3.49	630,810,0.62
O20	2	7	2	H31	2.39	1.93	600,780,0.63
O20	2	7	3	H158	3.98	5.68	600,780,0.39
O21	8	9	1	H69	0.32	2.81	1080,1260,0.75
O21	8	9	2	H287	1.67	1.55	690,870,0.85
O21	8	9	3	H271	0.73	3.41	900,1080,0.46
O22	10	10	1	H165	4.28	3.22	630,810,0.83
O22	10	10	2	H11	0.75	4.87	840,1020,0.54
O22	10	10	3	H231	0.23	5.93	540,720,0.96
O23	2	2	1	H222	4.62	5.15	540,720,0.96
O23	2	2	2	H142	0.43	4.56	720,900,0.83
O23	2	2	3	H148	3.03	1.82	1050,1230,0.25
O24	7	4	1	H136	3.33	3.46	1080,1260,0.24
O24	7	4	2	H157	2.76	2.44	600,780,0.3
O24	7	4	3	H123	5.37	0.52	1050,1230,0.8
O25	9	7	1	H281	3.48	4.48	720,900,0.64
O25	9	7	2	H258	4.98	4.57	1020,1200,0.69
O25	9	7	3	H75	4.38	2.1	900,1080,0.42
O26	1	9	1	H60	5.82	1.26	1020,1200,0.53
O26	1	9	2	H205	5.74	4.9	840,1020,0.7
O26	1	9	3	H197	4.42	4.1	600,780,0.92
O27	1	2	1	H289	0.8	3.66	870,1050,0.78
O27	1	2	2	H189	5.31	1.99	960,1140,0.9
O27	1	2	3	H238	2.57	2.68	870,1050,0.78
O28	9	10	1	H60	5.82	1.26	1020,1200,0.53
O28	9	10	2	H124	0.71	0.35	840,1020,0.21
O28	9	10	3	H293	2.93	3.43	690,870,0.4
O29	9	3	1	H87	0.59	4.98	1080,1260,0.53
O29	9	3	2	H284	0.11	3.08	870,1050,0.3
O29	9	3	3	H36	3.52	3.49	630,810,0.62
O30	4	1	1	H237	4.71	1.41	600,780,0.2
O30	4	1	2	H91	3.09	2.03	540,720,0.63
O30	4	1	3	H211	4.97	0.26	720,900,0.99
O31	7	1	1	H86	4.5	4.24	630,810,0.92
O31	7	1	2	H146	4.19	0.84	1020,1200,0.3
O31	7	1	3	H233	5.39	5.32	720,900,0.44
O32	5	9	1	H74	1.46	1.64	690,870,0.87
O32	5	9	2	H138	2.97	2.16	570,750,0.47
O32	5	9	3	H51	4.65	1.97	960,1140,0.7
O33	6	3	1	H226	0.42	4.14	630,810,0.82
O33	6	3	2	H4	0.16	5.41	840,1020,0.68
O33	6	3	3	H154	5.69	2.34	840,1020,0.23
O34	6	1	1	H9	1.25	3.12	570,750,0.71
O34	6	1	2	H24	3.82	5.28	540,720,0.31
