NUM_VEHICLES	TRUCK_COST	TRUCK_SPEED	KM_COST	X_DEPOT	Y_DEPOT	TW_E	TW_L
10	80	60	81	3.06	2.95	540	1260

LOCKER_ID	X	Y	AV_CAPAC.
L1	30	2	11
L2	39	49	16
L3	9	49	7
L4	20	14	19

SHOP_ID	X	Y	TW_E1	TW_L1	TW_E2	TW_L2	AV_CAPAC.
S1	41	9	630	870	1050	1320	3
S2	3	26	630	1230	-	-	1
S3	12	6	600	870	1050	1260	29

ORDER_ID	WEIGHT	VOLUME	PRIORITY	DP_ID	X	Y	TW_PROBABILITIES
O1	4	5	1	H50	1.06	0.03	720,900,0.98
O1	4	5	2	H261	0.78	4.04	570,750,0.31
O1	4	5	3	H166	1.89	1.54	600,780,0.53
O2	7	7	1	H267	0.47	4.72	570,750,0.39
O2	7	7	2	H264	4.72	3.38	720,900,0.55
O2	7	7	3	H91	2.32	3.32	570,750,0.72
O3	5	8	1	H250	1.15	4.54	1050,1230,0.9
O3	5	8	2	H291	3.24	2.45	1020,1200,0.62
O3	5	8	3	H195	4.14	0.24	600,780,0.64
O4	8	4	1	H125	3.63	3.14	540,720,0.32
O4	8	4	2	H217	2.14	5.71	720,900,0.82
O4	8	4	3	H166	1.89	1.54	600,780,0.53
O5	5	1	1	H287	4.83	0.07	870,1050,0.59
O5	5	1	2	H62	4.58	4.11	840,1020,0.21
O5	5	1	3	H19	4.45	3.97	1020,1200,0.86
O6	1	2	1	H7	2.81	3.51	600,780,0.39
O6	1	2	2	H108	5.58	3.02	960,1140,0.48
O6	1	2	3	H244	2.82	2.31	660,840,0.82
O7	10	1	1	H49	4.52	1.94	660,840,0.37
O7	10	1	2	H139	1.3	0.7	630,810,0.92
O7	10	1	3	H69	3.13	5.24	630,810,0.63
O8	7	2	1	H13	2.31	0.12	1050,1230,0.8
O8	7	2	2	H134	3.14	3.7	1020,1200,0.39
O8	7	2	3	H214	4.12	0.35	870,1050,0.22
O9	2	9	1	H18	5.13	2.45	540,720,0.59
O9	2	9	2	H197	4.11	2.18	690,870,0.46
O9	2	9	3	H280	2.26	4.68	660,840,0.43
O10	5	4	1	H125	3.63	3.14	540,720,0.32
O10	5	4	2	H74	4.63	0.67	720,900,0.93
O10	5	4	3	H143	5.67	5.58	1050,1230,0.86
O11	9	3	1	H292	0.02	2.39	570,750,0.74
O11	9	3	2	H183	1.51	0.37	600,780,0.24
O11	9	3	3	H222	1.43	3.17	720,900,0.72
O12	4	7	1	H207	2.84	4.64	960,1140,0.68
O12	4	7	2	H299	2.43	3.37	1050,1230,0.96
O12	4	7	3	H274	5.41	5.86	1020,1200,0.29
O13	6	5	1	H248	5.01	3.66	1050,1230,0.29
O13	6	5	2	H125	3.63	3.14	540,720,0.32
O13	6	5	3	H20	0.31	4.79	540,720,0.4
O14	3	5	1	H293	3.07	0.45	840,1020,0.46
O14	3	5	2	H180	4.45	2.55	960,1140,0.99
O14	3	5	3	H295	1.96	5.99	660,840,0.24
O15	4	4	1	H229	1.52	1.49	570,750,0.42
O15	4	4	2	H137	4.56	4.93	660,840,0.55
O15	4	4	3	H5	4.64	2.05	660,840,0.54
O16	5	9	1	H64	3.27	3.67	1020,1200,0.79
O16	5	9	2	H76	2.42	3.62	630,810,0.48
O16	5	9	3	H54	0.18	4.55	1050,1230,0.75
O17	8	1	1	H177	1.72	5.99	720,900,0.23
O17	8	1	2	H173	0.04	3.6	660,840,0.69
O17	8	1	3	H105	5.47	3.04	600,780,0.35
O18	1	8	1	H175	3.99	2.87	1050,1230,0.62
O18	1	8	2	H70	4.75	1.1	1050,1230,0.31
O18	1	8	3	H21	0.21	4.32	900,1080,0.34
O19	1	10	1	H79	2.59	4.96	870,1050,0.44
O19	1	10	2	H238	0.37	2.85	630,810,0.25
O19	1	10	3	H203	4.82	0.51	690,870,0.62
O20	7	1	1	H233	4.51	2.37	870,1050,0.47
O20	7	1	2	H18	5.13	2.45	540,720,0.59
O20	7	1	3	H239	4.93	1.86	900,1080,0.35
