NUM_VEHICLES	TRUCK_COST	TRUCK_SPEED	KM_COST	X_DEPOT	Y_DEPOT	TW_E	TW_L
10	70	44	77	3.21	3.1	600	1290

LOCKER_ID	X	Y	AV_CAPAC.

SHOP_ID	X	Y	TW_E1	TW_L1	TW_E2	TW_L2	AV_CAPAC.

ORDER_ID	WEIGHT	VOLUME	PRIORITY	DP_ID	X	Y	TW_PROBABILITIES
O1	3	4	1	H125	0.19	4.38	720,900,0.76
O1	3	4	2	H79	5.95	1.88	570,750,0.22
O1	3	4	3	H183	1.0	2.5	600,780,0.63
O2	2	6	1	H2	2.91	5.24	570,750,0.75
O2	2	6	2	H144	5.47	4.86	570,750,0.56
O2	2	6	3	H53	2.88	0.63	690,870,0.47
O3	9	9	1	H214	3.02	1.82	1050,1230,0.77
O3	9	9	2	H234	0.87	5.97	840,1020,0.8
O3	9	9	3	H108	0.69	4.31	630,810,0.7
O4	4	7	1	H48	2.72	0.38	570,750,0.4
O4	4	7	2	H177	1.34	0.84	660,840,0.36
O4	4	7	3	H13	4.39	1.39	1080,1260,0.37
O5	9	6	1	H127	4.78	0.18	570,750,0.29
O5	9	6	2	H60	1.61	3.45	660,840,0.34
O5	9	6	3	H56	0.19	2.37	630,810,0.32
O6	1	3	1	H143	1.41	3.61	570,750,0.84
O6	1	3	2	H68	4.67	5.66	1050,1230,0.63
O6	1	3	3	H100	3.33	5.84	690,870,0.35
O7	5	9	1	H252	2.39	5.39	570,750,0.53
O7	5	9	2	H152	2.09	4.67	720,900,0.31
O7	5	9	3	H164	5.06	5.41	840,1020,0.85
O8	8	1	1	H223	1.13	5.08	900,1080,0.56
O8	8	1	2	H298	5.96	2.38	630,810,0.97
O8	8	1	3	H268	3.95	2.12	570,750,0.96
O9	6	1	1	H283	2.76	3.37	1080,1260,0.96
O9	6	1	2	H183	1.0	2.5	600,780,0.63
O9	6	1	3	H105	0.72	1.7	600,780,0.92
O10	6	2	1	H191	5.74	0.54	960,1140,0.25
O10	6	2	2	H4	5.23	1.37	1020,1200,0.29
O10	6	2	3	H133	3.57	5.62	570,750,0.73
O11	3	2	1	H281	0.42	0.92	540,720,0.67
O11	3	2	2	H47	4.01	0.64	1050,1230,0.45
O11	3	2	3	H281	0.42	0.92	540,720,0.67
O12	4	7	1	H137	2.51	2.11	870,1050,0.58
O12	4	7	2	H70	4.79	3.89	540,720,0.53
O12	4	7	3	H51	2.82	5.47	690,870,0.42
O13	5	1	1	H212	4.93	2.93	840,1020,0.41
O13	5	1	2	H86	1.5	4.34	1080,1260,0.66
O13	5	1	3	H136	0.38	0.87	690,870,0.49
O14	3	10	1	H116	3.4	1.62	720,900,0.28
O14	3	10	2	H128	4.37	5.5	870,1050,0.38
O14	3	10	3	H95	5.32	0.89	630,810,0.7
O15	2	9	1	H271	3.93	2.69	1020,1200,0.72
O15	2	9	2	H268	3.95	2.12	570,750,0.96
O15	2	9	3	H74	0.94	4.58	630,810,0.23
O16	5	2	1	H96	1.03	2.05	600,780,0.93
O16	5	2	2	H267	0.97	2.68	690,870,0.34
O16	5	2	3	H59	3.21	0.27	570,750,0.55
O17	5	4	1	H73	2.24	1.04	870,1050,0.92
O17	5	4	2	H256	0.08	3.1	570,750,0.54
O17	5	4	3	H163	1.63	4.94	960,1140,0.47
O18	6	3	1	H28	0.05	2.17	1080,1260,0.55
O18	6	3	2	H1	2.4	1.6	600,780,0.26
O18	6	3	3	H94	3.09	1.3	840,1020,0.32
O19	3	1	1	H258	3.65	5.81	870,1050,0.96
O19	3	1	2	H224	5.62	3.48	720,900,0.4
O19	3	1	3	H98	1.16	3.68	720,900,0.89
O20	2	7	1	H241	4.43	0.43	840,1020,0.7
O20	2	7	2	H280	3.11	0.03	540,720,0.23
O20	2	7	3	H199	5.03	3.25	1080,1260,0.81
O21	3	6	1	H199	5.03	3.25	1080,1260,0.81
O21	3	6	2	H117	2.54	5.89	1020,1200,0.25
O21	3	6	3	H210	2.07	3.55	690,870,0.7
O22	2	6	1	H275	3.89	1.27	540,720,0.84
O22	2	6	2	H167	1.65	0.81	870,1050,0.65
O22	2	6	3	H57	0.46	4.2	570,750,0.7
O23	10	8	1	H194	5.74	5.25	660,840,0.61
O23	10	8	2	H293	2.1	1.86	630,810,0.83
O23	10	8	3	H61	1.05	4.1	1080,1260,0.2
O24	5	10	1	H253	5.15	1.58	1050,1230,0.88
O24	5	10	2	H28	0.05	2.17	1080,1260,0.55
O24	5	10	3	H234	0.87	5.97	840,1020,0.8
O25	3	5	1	H105	0.72	1.7	600,780,0.92
O25	3	5	2	H179	0.1	3.64	660,840,0.91
O25	3	5	3	H133	3.57	5.62	570,750,0.73
O26	6	3	1	H208	4.21	0.44	690,870,0.39
O26	6	3	2	H126	5.99	0.73	870,1050,0.71
O26	6	3	3	H110	3.52	1.84	1080,1260,0.59
O27	9	6	1	H254	3.44	3.19	960,1140,0.58
O27	9	6	2	H267	0.97	2.68	690,870,0.34
O27	9	6	3	H110	3.52	1.84	1080,1260,0.59
O28	9	4	1	H284	2.78	0.75	660,840,0.43
O28	9	4	2	H128	4.37	5.5	870,1050,0.38
O28	9	4	3	H239	1.43	4.96	600,780,0.26
O29	4	1	1	H104	0.19	2.4	960,1140,0.23
O29	4	1	2	H23	0.7	0.04	570,750,0.23
O29	4	1	3	H263	4.89	5.8	1050,1230,0.26
O30	6	10	1	H290	1.67	5.18	1020,1200,0.29
O30	6	10	2	H285	2.89	4.24	570,750,0.96
O30	6	10	3	H228	5.31	0.97	870,1050,0.63
O31	4	2	1	H197	1.61	2.59	660,840,0.35
O31	4	2	2	H172	5.16	2.87	600,780,0.38
O31	4	2	3	H206	1.27	2.05	540,720,0.68
O32	8	9	1	H91	0.36	1.85	840,1020,0.29
O32	8	9	2	H294	3.89	3.06	1020,1200,0.58
O32	8	9	3	H18	5.72	0.55	630,810,0.77
O33	2	6	1	H111	1.13	5.92	600,780,0.39
O33	2	6	2	H106	5.02	0.86	630,810,0.51
O33	2	6	3	H81	1.76	0.26	690,870,0.21
O34	8	3	1	H87	1.61	4.1	720,900,0.77
O34	8	3	2	H60	1.61	3.45	660,840,0.34
O34	8	3	3	H262	4.05	5.14	1020,1200,0.58
O35	9	1	1	H106	5.02	0.86	630,810,0.51
O35	9	1	2	H181	4.34	0.34	600,780,0.69
O35	9	1	3	H150	3.46	0.88	870,1050,0.58
O36	9	2	1	H227	1.45	0.7	660,840,0.57
O36	9	2	2	H119	3.24	4.32	1050,1230,0.89
O36	9	2	3	H70	4.79	3.89	540,720,0.53
O37	5	7	1	H145	2.76	5.36	690,870,0.57
O37	5	7	2	H260	1.21	4.81	660,840,0.74
O37	5	7	3	H263	4.89	5.8	1050,1230,0.26
O38	2	4	1	H63	5.36	1.89	960,1140,0.61
O38	2	4	2	H246	5.93	0.4	900,1080,0.96
O38	2	4	3	H284	2.78	0.75	660,840,0.43
O39	5	6	1	H84	5.05	0.24	570,750,0.97
O39	5	6	2	H235	3.04	2.16	840,1020,0.85
O39	5	6	3	H193	2.98	3.56	900,1080,0.69
O40	2	1	1	H68	4.67	5.66	1050,1230,0.63
O40	2	1	2	H193	2.98	3.56	900,1080,0.69
O40	2	1	3	H105	0.72	1.7	600,780,0.92
O41	4	5	1	H205	4.91	2.55	1080,1260,0.47
O41	4	5	2	H274	1.08	1.2	660,840,0.5
O41	4	5	3	H81	1.76	0.26	690,870,0.21
